Norman,Guayabo,TamboDeMora,Boulkiemdé,Tunapuco,Matses
2045,9553,31018,10149,18564,6857
19045,9510,6374,10403,11633,40660
43847,20575,41291,4052,495,17498
19632,23835,3421,30570,24004,29918
6154,4810,2231,41087,16239,8017
16469,26348,34409,39780,20019,6352
796,19752,28926,24005,6576,28790
31313,2048,10847,40896,17417,13526
18582,29684,24060,41014,39316,9922
8294,10201,1365,42585,162,33281
42574,16126,3926,6271,9780,25896
13721,601,25813,6022,15544,40614
917,40530,27816,15361,8727,40024
43974,27315,15792,9533,41063,9243
17112,43222,43969,18530,28214,22467
42134,28756,22497,10680,10923,32449
16820,10684,14448,43292,3449,14210
7968,6626,8804,18342,44472,39961
43228,42842,9781,10564,6510,39969
44495,30642,44093,13740,2971,41451
42718,17310,37462,43806,25609,3099
20549,385,18102,10616,39867,44598
5234,25730,40922,4857,5756,16103
35862,27525,13890,22278,6301,27647
18768,31005,34067,30492,13891,15555
39800,31632,23461,40258,1873,34229
26412,30907,13333,43398,4391,17218
17102,43989,8252,41742,6692,26359
21776,16236,23490,15634,1387,1439
10309,15023,34516,41372,44312,27310
11696,12681,35775,5205,5969,11381
17317,42827,33218,1958,25978,41802
7112,40642,29700,29680,30057,4726
42476,19178,7596,28493,6374,1438
32025,23545,26586,23386,41759,43151
14359,41046,3675,41860,32996,17562
30220,19543,17392,17266,28717,12439
34530,4315,4249,9256,41291,2444
17970,28109,23046,12850,3421,44217
1298,41559,28455,22383,28926,42710
33723,8861,1077,20425,10847,43961
14555,13074,14315,9349,1365,5290
30428,42517,44444,4542,3926,31221
28762,7153,30679,17405,27816,13253
11141,22450,40009,2786,35058,19004
28925,43693,25911,8734,14801,43441
40271,42910,4932,28447,22497,17518
8308,15042,39947,3733,43969,44475
26242,42155,21784,2423,9781,25588
7591,1160,7490,12142,14448,23161
6017,1834,30535,7842,8804,3667
33699,22300,12711,5411,9316,14956
1957,8592,6592,44561,44093,41494
28185,8095,25517,6584,40922,13716
28098,19023,838,4957,23461,42821
44503,10982,17324,23475,26614,43147
43489,4031,13411,42396,13333,40324
23526,9183,39941,25564,24468,4982
5502,30779,25783,29449,8252,30868
15651,4455,16940,19750,23490,27897
16400,10037,2244,8240,34516,6585
7718,24437,24675,7969,33218,27989
10875,9089,44185,3179,26586,9643
26443,24407,35984,42050,7596,11824
43133,20686,19119,9032,4249,8656
8156,20374,16898,17284,6649,41760
40941,19834,8558,31135,23046,15615
31310,3885,2673,41161,28455,15698
23305,41982,35182,31210,1077,14878
15067,44559,44599,18601,14315,3253
12285,10536,44218,43496,44444,42431
27272,41163,15318,42256,22565,1925
33582,2027,6835,13042,40009,11948
36315,3645,4733,22392,4932,10494
15899,43674,40591,26768,39947,41558
14155,14717,42227,22951,28786,30534
30235,2669,41741,12232,7490,41315
35169,1396,17907,5797,38648,15191
26737,18275,5962,44148,12711,15720
30443,25971,28154,20062,6592,19021
10328,18667,13254,6616,25517,20238
24139,4879,28836,29234,838,32838
3840,13944,14409,43750,17324,12478
13318,6712,27645,19378,38876,7492
15532,44325,30001,4815,2244,19458
23125,16482,30750,18274,44185,13127
44458,22971,30195,17881,37121,41345
33322,18830,6710,17507,35984,5095
33035,14025,31436,12131,38391,42668
10931,44053,6372,17529,29674,2345
31333,521,11501,27151,19119,15194
3792,20717,30663,29771,44599,15089
5235,12866,8961,18984,16898,43714
33713,12944,15982,2466,8558,32533
43795,20359,24563,22525,25977,42216
12297,5292,4737,3143,2673,23813
26451,44282,30514,19166,38433,1506
20045,41178,30265,7226,12007,10626
14930,19937,30233,17338,41741,23357
40920,2243,12245,42618,15318,43779
40887,7625,15247,14226,6835,40731
14432,28953,3801,1161,4733,17455
4598,42452,25683,12706,40591,31535
25905,6007,1126,4557,42227,39743
39986,11644,29778,15645,9636,2816
29573,19069,43113,40317,34124,11182
43546,13159,30455,5830,22381,23077
41761,22788,27652,15120,5962,14386
23226,42834,22705,3979,7897,43716
33103,14777,4201,44449,28154,12933
35872,23414,4467,28074,28836,43243
34467,10957,1921,41846,2001,19871
12685,30169,32535,24237,13254,12815
12883,41783,35525,42257,39586,4504
10339,41539,20134,44124,29507,17371
19258,4291,24979,44369,30195,17125
41634,4997,44466,43077,6710,4830
42876,9031,19684,40548,31436,1586
4484,6079,35016,4631,6372,23316
7930,41201,43786,23710,11501,22833
31697,29966,33768,43631,8961,23990
34544,6704,30768,5108,4737,10195
19785,2696,4756,22750,30514,11254
20404,20015,1441,6065,15982,40361
1680,42183,4239,849,30233,20210
42383,19599,3216,41318,12245,33283
19352,3347,43859,21440,3801,31797
41656,1305,12687,19127,25683,5274
5885,32092,40340,27112,1126,41987
41540,28642,5630,16637,43113,41435
26305,10042,14427,8925,24563,4220
5725,12593,19629,13545,27652,12689
44373,1041,29517,12144,22705,43165
32993,14546,20260,39717,4467,8009
10307,30735,40078,43588,1921,2918
8517,11866,4340,3712,7377,14295
34294,5801,17466,18181,11364,27192
44395,5288,38534,41893,35525,20271
23075,5778,41855,3,44466,30395
9567,30850,5382,43159,35016,18119
23271,40500,4990,3875,43786,42844
36328,6228,22122,11982,28151,11044
19886,4666,9158,42980,4756,22865
36145,25673,40109,1942,15440,44340
24928,14238,30294,16879,39288,533
2403,27578,9745,15736,1441,32569
14559,22562,16759,1125,4239,9828
20053,730,8579,40494,3216,26458
13725,29987,18543,8173,43859,21140
3816,42867,20644,41352,12687,33107
11589,10361,11564,41729,40340,43609
92,42318,33343,4202,5630,21442
13642,4882,1140,22061,29527,18256
23052,1470,19271,27977,14816,6405
15340,40021,35324,44297,14427,12415
29181,26334,10040,3110,19629,22902
10184,1236,42987,2643,29517,12623
11532,16542,27274,24076,20260,21960
8182,28889,5663,28696,33724,473
24515,40891,4979,40471,40078,15057
19207,27616,25708,5994,4340,20247
39853,5773,12400,24280,17466,40841
721,16851,11990,28000,38534,24569
29024,26399,15549,29961,41855,41961
42475,22037,11748,21366,5382,43052
19116,733,23382,2694,4990,11902
8026,11327,2339,7083,22122,27879
1670,19035,17509,10967,9158,16709
7774,42553,15673,8779,10808,8608
12976,40292,26080,16775,40109,2106
7221,30038,14996,39995,23441,26899
34340,44569,17333,28383,9745,41488
14518,17010,39862,43120,16759,43867
31562,19728,9000,11836,8579,42395
11741,18070,20289,40931,18543,40818
29395,40816,10060,42026,20644,43246
20362,4327,150,7630,11564,1628
28760,7150,24270,7750,1140,19592
24502,30811,19667,7326,19271,43884
28809,8715,32293,1333,31918,4057
19772,11471,26694,103,10040,16415
17704,3760,28097,16700,36342,23551
36287,20829,41789,17066,42987,11151
10844,19412,1676,27566,8277,16318
5062,8005,19710,834,5663,19904
29446,23385,24107,4973,4979,23053
13372,41117,28013,39885,12400,4850
21075,43212,40431,11732,15549,40419
9607,13974,22476,5632,23382,40334
5715,4244,427,1409,11748,1395
6036,12284,1583,4770,23631,6874
18261,40100,44286,3118,2339,42092
32010,23932,4452,19703,17509,40221
19685,12216,24453,4236,26080,23213
27318,2724,41394,17554,12832,32192
23332,8265,24225,11677,17333,43034
11410,24542,26136,9289,35506,575
8569,8698,8730,39758,39862,14773
4769,41255,18647,27614,33515,7507
19005,2635,34162,5423,10545,40838
23294,432,40094,8201,20289,41393
20687,24413,33674,2858,10060,6031
7600,24531,43951,13312,150,23359
43241,3092,3381,28827,24270,13723
8464,15270,30076,14413,34081,24680
3162,25955,2445,5530,34514,26091
24773,6256,9920,2370,19159,13902
33405,31605,7960,20904,26694,13722
32553,42254,16481,44612,41789,27249
44519,40120,17353,1513,24465,20567
3961,42932,30898,22423,1676,13901
16133,17698,33759,4355,19710,33922
26200,27464,25760,6695,20689,10766
18095,24096,29724,25733,427,43765
11835,15430,42902,1266,40431,6348
40202,17782,14622,13703,1583,43302
35300,44046,12867,6108,44286,17706
18435,21745,40482,30071,28850,14470
8478,17396,35061,6422,24225,15443
26969,10081,14024,16439,4452,32305
25963,3735,28104,5913,24453,19087
22872,41815,11736,13197,41394,7650
9185,5182,44355,18982,23816,5159
7501,30899,16371,18664,8730,42882
7528,936,29128,30435,38900,43213
34256,2438,25009,21233,18647,2086
19387,23310,10948,20931,34162,39808
20246,42224,36988,41057,40094,17153
34504,5438,13463,7633,33674,42889
33431,43720,19832,12755,3381,44171
29749,12927,30734,11272,30076,11831
8387,26787,8239,40898,2445,10731
43023,29006,5902,40645,9920,41744
7514,25928,41116,7080,7960,32577
14219,16603,32459,44202,16481,43539
7642,42384,41778,13563,17353,4506
517,4434,36309,18840,30898,14901
2725,17903,37135,39748,33759,42770
22771,43141,8098,29811,25760,40622
44565,2588,44334,1075,29724,1363
15471,9001,14660,41848,13082,12570
5338,28049,41468,26045,42902,33977
9276,12055,36779,13024,14622,33976
17934,19988,2520,28500,13237,43109
1411,28986,28492,8316,40482,20074
41882,4870,30802,13917,14024,14841
41407,4352,13955,19701,26006,43091
43235,29843,20721,29017,38851,41405
17404,41031,13560,13384,28104,11456
42645,12150,44199,7533,44355,15528
8766,40759,13913,4697,38865,44191
35640,5374,17164,921,29128,44394
17607,2122,4023,40224,16371,20290
19999,19049,19373,41128,10948,44160
42951,31318,4025,27998,30734,40091
35902,31572,1166,3330,13463,15609
9053,44143,30737,12579,19832,43011
3193,3720,39713,4570,8239,4725
19287,5772,32325,40315,5902,17566
28991,14997,40402,11895,11572,9482
10904,15785,30810,6102,41116,311
5709,43883,19933,5624,8269,4594
6575,2593,8420,41136,41778,31088
18987,42853,16945,40809,36309,44479
17158,28452,43129,6823,44334,41297
1675,4595,4183,31213,13840,17783
43585,23318,12983,43799,41468,15959
14902,40253,35135,42677,36779,7033
32822,25122,28937,7874,14381,10800
43699,25659,12923,41174,34497,29381
2748,19432,23559,40359,28492,20396
4753,21027,29817,39878,30802,16071
29617,42897,36788,20406,13955,32639
33293,9558,5458,27831,20721,8959
5165,41653,11447,5331,13560,2660
6384,13198,9290,41872,44199,9257
40732,26636,15177,1521,13913,20560
4773,2376,36024,1755,15419,2521
12044,6978,15942,2835,10583,44111
44480,8477,11775,15886,4023,44193
19762,42782,41214,5447,19373,18392
1300,11960,22737,16760,4025,39912
40447,5348,41588,16912,1166,21419
18676,12682,44537,9794,30737,30866
7795,41679,27037,29184,39713,6602
39839,11711,1562,42392,40402,43882
27992,8962,44238,42123,8769,29741
35374,43317,29968,15746,30810,2183
28103,32142,28799,27298,1456,16396
12230,5104,42638,326,38708,18114
15344,20598,22220,5865,8420,40344
25970,22620,16882,39977,16945,44407
32810,2366,13436,41334,43129,13595
556,43516,20543,19663,38698,15276
26015,9144,31516,10051,4183,26568
4251,11717,10454,15774,12983,40281
8724,8701,28636,5643,28937,32295
23460,28779,17323,7170,23559,13996
13994,334,33847,13727,12923,5408
8739,25803,28131,9187,29392,3721
36475,28461,10596,4715,31220,28566
34188,25838,18159,3083,18412,42575
2539,29931,9451,14313,29817,9003
14929,41327,24446,9288,5458,27450
8414,44485,1545,3208,11447,20622
40191,42567,7178,4431,9290,19753
12811,4797,9632,28330,39336,42521
42760,40478,40843,6326,15177,12776
6666,880,11817,40564,15942,39917
15577,6262,14222,41639,11775,23865
22955,32812,9165,13737,41214,42336
35965,15999,36966,2699,44537,11294
18321,23215,40181,15300,27037,28978
22903,28473,43676,43204,1562,18218
43031,32809,29335,7949,44238,4474
41,13348,19801,8189,29968,12577
16615,13817,22008,20743,42638,15807
6560,4672,30800,14704,28799,2284
44470,13921,23428,41078,9707,31376
9249,4516,6705,39803,16882,43654
29611,22641,26772,13137,13436,40141
17725,2311,336,41055,31821,43833
31418,11764,40618,19102,10454,41595
41583,31616,41998,4491,28636,12552
43840,684,43467,21167,17323,44577
15551,17073,8748,1345,28131,8710
18697,42349,32324,25745,10596,25884
42404,42968,6123,6010,24446,7004
34761,24761,33335,14121,1545,8382
10924,2213,7640,23658,9632,22920
12568,15097,22978,23663,11817,11166
20673,9890,23114,23031,14222,41042
2631,3880,20527,12802,9165,31553
35485,8413,44494,4033,40181,4341
14063,22265,40223,42059,29335,4890
44261,30461,7991,3561,19801,41937
3804,5532,17044,8504,30800,39770
42549,42308,10955,18628,23428,6167
44275,44189,20602,22761,9719,8969
34415,43273,44284,16706,6705,27927
23868,14779,22687,28911,26772,43745
33698,44368,6563,4910,336,7632
42112,12172,24533,7771,40618,5811
27842,26279,19910,30202,41998,42840
23045,2015,14104,44279,42034,7760
27265,29565,34040,29133,43467,39811
31997,41571,10392,41684,8748,27210
40048,39715,42500,4699,32324,41622
13183,16938,19101,15870,7640,18725
23251,3320,5921,1542,22978,43122
14154,16702,16157,10905,20527,11504
20430,29773,30037,14245,15830,13296
3562,31726,11639,43738,44494,33295
29028,9337,41358,40138,29244,13540
2023,19645,2269,5562,40223,28568
22950,43017,33002,40754,7991,42697
30236,28494,10773,28881,17105,16743
43256,24128,17374,44222,28731,4381
2805,29936,20021,6618,10955,8073
29066,13132,5875,22419,20602,23991
43066,24100,14390,29744,44284,11743
19846,41390,9857,4840,6563,34222
11938,27654,37262,9169,24533,19805
41680,40631,11148,15054,19910,8084
44353,6682,27351,5781,34040,30077
23103,17581,40442,964,5921,19822
33689,43809,31656,27637,42500,39860
9769,29249,2569,14873,10371,5225
43999,42654,11216,24841,11639,7732
41895,31771,40529,13487,41358,41869
11739,43660,44290,16525,2269,31743
24150,7887,4190,8512,10392,1629
19964,1605,13021,11368,10773,44263
22168,23395,33285,5846,17374,41242
36056,18594,20,28375,20021,41385
35727,15672,34248,2958,5875,2289
4101,19985,6049,5269,36881,31898
19506,11883,31652,10857,14390,18595
13707,15991,9068,13032,9857,23040
2333,44121,2864,8519,24414,18109
24310,29147,36133,43210,39024,32198
431,42333,19451,4986,19397,20683
29878,15339,14971,25751,27351,16524
15457,4604,16472,42207,40442,3332
16514,27264,38540,40134,31656,17958
24906,14056,23824,15304,2569,27400
33526,3732,43605,22644,1055,44433
16786,11224,37277,23430,28970,44388
13119,28700,15508,18602,11216,22583
43446,12077,12713,16606,40529,41564
33288,7,35123,3964,44290,39976
43459,1758,31717,42032,4190,44195
20292,42823,8763,6034,13021,16158
32606,1870,8436,19299,33285,13829
17579,31628,36591,20867,36955,13781
19329,43439,9854,7607,20,18740
35645,1489,5315,9821,9803,5684
23818,3610,37270,43943,6049,44563
28576,13188,10787,25596,2864,41726
34468,9376,8143,5550,31652,10627
12021,244,482,14794,30724,44477
14624,3854,6598,26994,24926,31530
34960,18636,15024,6185,19451,5086
13634,14421,17505,26156,14971,29263
35112,6564,30152,3074,43605,26788
18108,40449,6693,18893,15508,10833
1682,3810,18024,5665,23824,5305
3004,1278,1770,40921,8436,40629
11536,22607,41523,40675,36591,24526
4796,16715,44252,11693,14775,4774
40215,18744,28619,781,5315,40295
19673,24099,16797,12770,8763,41993
2682,44266,13045,13474,10787,16077
16020,19542,12464,43598,8143,27679
3656,1527,25746,11217,482,12571
43596,14082,39955,40213,6598,1796
12939,13719,16079,2057,15024,23975
20452,42428,28865,18810,17505,30124
13141,9690,25685,42337,30152,6040
25792,30797,16495,14911,6693,42197
35283,5428,39735,10362,18024,40388
9492,7432,22281,11808,41523,15973
9615,32791,15627,9305,1770,40483
35783,11475,5903,42226,44252,40649
15694,4522,41032,4150,39540,7726
40960,16051,4708,39934,13045,23201
17793,5186,27820,42981,12464,5770
41114,837,43739,1437,16079,18508
9931,24020,5658,43534,28865,12017
1316,43521,39948,27702,25685,16190
4866,30156,44457,26509,39373,10515
34637,41134,11127,22932,22281,23334
1090,1795,30480,12117,39735,17127
36149,4602,22940,10542,39687,40007
12534,43278,44336,9368,15627,23435
36307,2984,12901,31003,41032,43097
20550,791,28066,39841,4708,15550
8151,40656,10123,891,27820,42871
15556,41768,17175,11605,43739,780
41711,31588,8538,40058,27116,32519
21883,22318,19866,28454,5658,40308
35690,2584,2481,28648,24853,16261
35033,39702,41570,5575,39948,25972
20213,18295,13617,43475,44457,41745
5176,42082,34323,14185,11127,1574
41415,25679,2182,44584,31549,11492
16210,17869,23807,7146,44336,16116
10329,17764,29121,26832,6296,31008
4460,41464,4760,1237,28066,6174
25710,4535,44257,22006,10123,12191
15516,18145,30870,13136,17175,26536
43357,25734,39883,15193,8538,2074
6072,12307,1938,5200,15523,42046
19839,4169,10965,42593,2481,16044
42142,26328,9359,41985,41570,16782
12816,41400,8753,5233,13617,28823
3871,40890,40425,12772,34323,44431
9786,4768,31043,4786,1938,40119
24913,11932,43694,6520,10965,20631
43778,19738,29481,12417,29121,19411
7821,31390,24843,42735,4760,31496
19946,14738,43670,12194,44257,28491
33655,32147,41781,13351,30870,24586
5813,41546,23027,29485,39883,13799
21913,13564,6610,8229,8419,2060
15764,6081,26718,11687,31784,33932
7406,18076,42801,28503,8753,26075
29429,18203,15513,7487,39279,10370
44064,15950,27671,41577,40425,6531
10337,765,29886,41911,31043,7435
40073,29999,42266,25580,43694,15743
6578,16258,40788,17902,9835,43104
33938,17968,1425,26102,24843,4173
41195,6554,4469,41420,43670,40648
42510,40777,4872,1332,41781,20626
19512,15926,43041,42890,23027,42033
35650,19022,40072,25744,6610,7757
33081,19748,23499,22481,26718,41319
35418,40043,36596,9260,42801,8029
35398,30591,40851,15180,15513,1861
30835,4949,5136,2813,27671,21106
31467,29049,41699,4714,29886,7910
35247,43671,29029,23801,42266,17799
35316,30260,29723,42909,40788,27567
33536,10729,14688,15775,1425,12164
43947,4384,5629,4841,4469,24296
18737,23309,25651,6472,4872,10973
29836,26771,16855,1188,43041,42690
11434,5804,37461,5102,40072,9152
42560,5678,26327,43869,23499,19234
40180,17835,17757,44086,15156,7929
32203,22772,6408,7290,40851,31442
25681,5829,44343,42237,5136,16634
24068,1262,15480,41077,34956,43762
21192,14201,15936,40232,41699,41823
36109,39703,40507,11919,38186,43787
44434,19963,18245,12037,14688,17712
16862,11999,4651,17919,5629,39970
4985,15613,28956,4157,25651,7895
24801,40510,6171,31146,12928,41765
29274,23586,4584,41981,4651,897
11213,5363,16995,16154,26327,4266
41527,6737,19091,4919,6408,41936
30274,13133,40833,43579,10579,12455
7918,14283,4479,29201,44343,41365
12129,39972,7566,8638,15480,27914
29883,42462,44418,43773,15936,18214
31445,8897,5620,6096,40507,40367
12398,29197,18442,29780,18245,1440
21391,6321,958,44543,28956,11190
20101,32795,8834,4435,18043,17309
7789,2473,32263,16832,6171,31857
7041,41949,5171,16098,16995,4119
43747,30478,40512,4376,19091,33603
43185,20476,44381,3784,40833,24933
29735,6234,9005,42555,4479,3235
14587,9587,14120,42592,7566,32784
99,31022,41306,16104,44418,30778
7959,39899,12947,8018,5620,12657
3024,14843,36679,27975,18442,32623
1193,43590,30268,43804,24334,41965
17074,44349,17577,42276,958,32489
12585,42532,13728,11654,23261,4354
41984,29080,44268,21544,8834,5814
27257,1673,7558,3597,32263,17952
43000,1331,1314,1257,5171,17778
34927,7559,20589,13842,40512,23192
11735,1442,12474,43920,44381,213
8666,43314,44331,3350,14120,33311
22756,9369,38303,7755,27168,1722
6725,40237,37544,22439,41306,11008
42740,14354,35456,39718,9005,8293
41611,18789,33009,12829,30268,8424
14558,24412,12157,40760,13728,44232
31899,19326,12964,27559,44268,41966
8290,14298,19642,40769,7558,2164
42125,43428,38563,15521,1314,22905
17219,3286,23768,23952,20589,43701
35770,32148,6501,43140,12474,8344
17467,6027,20198,12789,36166,20481
14316,14485,39196,17071,44331,17383
11867,24396,43383,28486,38303,7109
31431,15652,36407,27233,37544,13263
14227,42322,7456,23355,35456,8859
36140,41908,19503,44164,35947,43536
8313,40477,16959,12542,12964,7627
18733,42666,40173,2937,19642,3999
33681,6615,29187,3471,6501,1497
17305,8110,28408,42386,39007,40133
21836,23560,1693,14948,20198,11562
20787,42272,38281,27311,43383,17537
20428,32055,34335,16039,22036,17275
40347,5154,28490,8526,13472,1100
44555,22350,6028,3602,14880,18414
7199,21681,20249,44517,29187,44026
9373,23438,20155,14149,28408,8088
9497,42196,44205,19549,7456,8917
15225,41221,43565,42995,28490,954
44091,24579,18126,2271,1693,17873
42601,18711,16212,9831,20155,43001
25573,42094,11601,17585,44205,12536
4005,41696,13284,9030,17425,43447
11561,15624,36517,17212,43565,7306
28645,4241,6506,41479,18126,16874
794,31603,35436,19520,33705,9656
24330,22952,27564,29524,16212,16979
24634,10533,38713,6424,37663,32322
17720,5056,7358,42979,19158,42605
12664,1891,11968,1357,26147,43663
40369,8417,11830,17967,36517,4410
14367,43092,23299,44194,6506,32181
16073,19619,3359,5929,37413,27728
19051,4609,38146,4805,27564,20398
28307,25951,28040,4731,7358,14985
5930,42378,15719,4009,11968,1895
41170,23117,40716,13760,23299,40366
36154,20027,4277,10054,3359,6504
27391,42745,44364,17138,38146,22928
21695,40475,19971,27824,36058,15970
16407,2961,36080,13258,15719,5799
36302,40255,38222,41702,40716,33981
18493,10664,30545,44530,4277,41300
10852,7214,12063,5556,44364,18350
3073,39978,38084,17829,19971,44387
4199,11814,43853,41767,36080,22659
13967,39820,43970,7240,38222,43484
34363,42856,9694,6266,11318,30056
2806,6723,38608,30213,33750,43200
4147,6499,7085,1653,12063,16800
8939,8825,44510,10601,43853,19488
40304,23350,23895,40298,43970,9254
14215,31283,2861,40260,2211,33652
6011,6237,43827,7979,4554,4246
40728,14094,17003,418,9694,41005
40576,41743,41452,7538,7085,33277
39728,30222,4757,41916,23115,30482
43453,1311,17008,1073,44510,2338
15197,19541,37894,18696,38908,43486
22704,32054,42739,40068,39695,41880
2214,9493,9015,26335,38631,7933
43912,15233,8878,4858,43827,40357
24921,25379,25997,2534,17003,7748
29160,43299,32457,41082,41452,2434
23262,32711,42829,41296,38986,14384
19847,22052,14271,41737,18163,19288
9683,18687,19259,41689,23377,20184
11587,16279,5328,10180,17008,12587
18337,29025,25731,941,37894,16147
43456,42334,20456,7831,42739,19617
43483,15464,10324,1447,9015,5706
42204,5247,8938,3632,4757,2092
40168,14235,30158,39766,25997,44594
34740,2852,448,16240,32457,7189
35886,14457,37524,18332,42829,7671
43187,29632,14946,42158,22378,15109
18517,43101,43134,20533,20456,33611
19009,31766,8599,41579,5328,24127
27378,23209,32238,44341,1778,20601
29756,4600,18668,4944,10324,33256
42610,26582,14669,14762,25731,33637
16425,4414,27775,23017,22488,40314
8729,28172,10104,39831,5082,14105
6685,25557,7449,41785,8938,1525
42474,42708,42582,19227,448,40389
1734,28122,24272,13037,33548,20929
24160,25658,16714,18040,37524,23009
35444,23445,44583,7911,43134,31339
29515,1623,2747,40945,8599,20538
35149,41567,33519,39994,32238,5255
41130,18560,32936,7602,14453,20026
27243,14068,5013,4337,4020,2535
5915,19715,42596,28029,18668,22795
3390,19505,8062,7787,14669,1465
24702,42498,13805,11065,27775,24866
43443,13020,10550,19123,38442,2197
39873,42982,17859,19660,10104,28479
44560,9606,33284,27246,7540,10114
20677,42990,33287,6322,7449,16644
43944,25042,40441,22953,42582,43691
15195,14520,10190,28145,10190,7517
42470,3367,41483,9035,2747,6056
15770,41844,43637,15686,44583,44564
42590,11452,3122,8389,19226,17021
42514,5279,18858,42300,5013,20641
42366,12618,2453,10903,16714,4334
34948,44294,10473,29706,8062,41397
19453,44467,6093,18221,13805,7237
26515,3045,42260,1567,10550,10878
4357,19741,14264,2681,42596,29163
12359,12831,37398,41333,33284,33583
19060,28477,4911,9131,17859,41730
14267,5947,34482,40806,40441,13341
41542,31040,823,41723,17341,29774
29040,9522,22686,4185,43637,6818
19342,1636,5349,13151,41483,33632
6124,1570,42875,19289,26934,31444
24890,27841,32835,43223,3122,20208
17734,10528,41772,5597,38875,44547
8985,5196,13059,5896,28448,33902
8249,44244,16320,2512,42756,26932
6551,19827,18639,18017,17340,5150
15045,19765,11437,27096,12147,16218
43628,26267,11116,43593,2453,4396
44007,10981,467,10562,6093,33963
14069,29678,23800,24987,42260,32096
33538,20514,30103,14507,14264,28096
9245,29737,18751,3662,4911,8819
40590,15935,25666,19254,18038,10346
3993,12535,42728,41144,5349,18922
42529,8759,15846,44119,42875,18030
23256,6152,24398,42464,32835,674
20285,7542,18217,13044,41772,32390
8361,44291,5867,40074,823,28632
43955,15209,33240,18727,18639,26628
3727,31608,11630,20020,11782,1381
28620,19437,33889,4529,33142,19535
40772,11921,32139,17156,11116,13684
40885,1338,24891,12539,23800,5511
27555,16562,2431,3440,30103,4817
8433,5595,41602,18713,18751,15448
19310,24275,17429,7878,25666,28430
18438,29630,35263,41590,42728,23345
1227,16814,43870,12926,15846,6822
4832,7950,14719,24026,24398,29332
16894,43574,40859,18720,18217,24607
19534,766,19011,3450,5867,40520
1683,28083,4362,43233,33240,23793
27314,41666,43856,1322,11630,4968
40238,28972,7510,6190,33889,19212
8163,13686,43643,7952,32139,43294
1931,8870,41060,4580,24891,5023
41510,1927,29388,23764,2431,20294
35175,23157,30127,3946,41602,15948
44367,20179,12668,23691,17429,17586
41519,15845,42811,19952,36453,41603
12498,27552,42202,15362,43870,23389
15715,16385,32756,10061,14719,1102
28754,20574,29647,2228,40859,1618
18155,8785,18882,17604,4362,30417
24406,41283,44533,43026,43856,28985
34931,4791,12746,23173,7510,40219
23427,28115,14,44234,43643,24040
35200,24747,14953,43683,6513,20969
33365,43067,32843,2922,41060,14725
20587,15006,32438,4323,30127,22473
26878,32487,44575,10841,29388,30219
30590,5268,21437,4235,42811,43679
17287,12239,18592,14001,42202,25717
10378,12596,40493,12978,29647,39954
17961,9895,39454,44469,4458,11805
20844,7531,43473,4707,18882,30034
6389,15925,4142,7526,25722,4449
32751,12039,30409,6125,44533,8068
3643,29727,12393,2093,18478,3386
20736,9796,19797,40995,12746,1364
41101,44451,31745,22343,14,7724
39921,7102,36505,17293,18536,2710
4333,32131,19894,42775,32843,19681
29375,10150,13864,31198,30155,4372
11258,6240,13958,22470,18592,6019
18787,24491,4049,16660,44575,41115
5035,22959,30021,29764,21437,40727
12206,15338,39034,6589,39454,18136
30000,12507,13710,2098,40493,17255
28945,19010,23864,8437,44499,3607
44404,1037,14496,12788,43473,10779
8291,29558,3361,8422,4142,7822
28752,1283,3072,18566,30409,14928
35455,18905,7806,18756,39400,16622
43576,27223,10815,18691,17441,13791
24654,23838,14177,3674,19894,40721
16092,2495,2564,11334,4747,24484
4783,19435,14666,7336,24419,33570
40679,16464,12448,43829,13864,30115
15763,8706,19000,9910,7092,17929
12675,44197,5045,5445,30021,2290
7057,5728,16017,14517,38994,24436
28883,26026,13698,20818,13710,40129
14722,17690,23451,19420,23864,42241
18396,31020,31019,31243,14496,40262
34685,8577,18683,19377,3361,16429
8943,44058,41568,23946,3072,4992
19118,26355,14296,44324,9642,8780
23775,12945,34233,43886,14177,3908
31669,9700,17668,3278,2564,44500
9505,31661,42959,23583,14666,4349
42298,25662,23166,1592,36473,10430
24871,44107,25845,7243,12448,42331
30098,42089,41102,42704,16319,16806
4876,14412,19256,2608,19000,3088
28300,40130,18467,27527,42959,32666
12864,6275,27756,44029,5045,2857
42492,16301,19690,40909,16017,2872
32477,6916,20732,39983,13698,41205
31826,10842,28166,39730,23451,14458
30168,28992,10966,42163,10263,43062
39750,28511,19322,42195,19365,18684
44589,26926,42962,8363,28814,19235
33838,16445,20146,40146,31019,8591
18600,39964,14961,40303,18683,43392
40241,16880,39063,41604,41568,39931
14192,16169,4321,12845,14296,14032
39868,27325,15158,9814,34233,17437
41355,16673,810,2921,17668,42173
9746,17826,41979,7312,23166,5998
17856,41873,12427,12287,10718,6202
12908,43533,2599,44514,25845,27296
19222,3362,15772,29268,41102,14326
31168,26414,13637,13910,19256,8002
33159,19718,41887,25643,6807,32133
23223,30081,13266,16276,27756,11904
31004,25935,37647,41285,18467,16364
34523,5394,2147,1859,28166,42773
35822,16105,44057,23204,10966,41883
786,30042,5719,7599,42962,13065
4403,18239,44351,6269,17924,31998
9925,22961,36163,22610,20146,31175
15169,3585,20756,22859,14961,15122
20314,3793,3929,20317,15158,20484
