Norman,Guayabo,TamboDeMora,Boulkiemdé,Tunapuco,Matses
22457,12266,17633,2017,27180,19990
9877,40172,35771,28245,24682,31873
44083,40542,28091,13844,8224,16386
43614,5878,25749,42841,12825,17481
26698,20426,41526,24038,40766,12940
41436,6021,16798,44497,6744,24802
18268,21665,28654,20209,40598,11868
30661,40301,41838,25334,2347,8091
7238,17022,44321,40114,3360,3128
20443,41681,11940,9090,38588,33879
16755,24249,21658,7993,12104,11060
43153,4447,18063,20940,19439,18661
4110,16559,41852,6316,4826,42456
40912,17572,39907,42346,43304,13419
40408,31623,27180,27505,14962,14983
23618,11591,8224,43841,14935,42649
35387,42393,12825,11486,12589,12769
40878,30144,40766,12340,27688,33900
30637,16512,6744,27425,24558,10399
3582,17630,40598,5388,38486,42817
41084,2882,2347,22005,7480,1080
17083,41672,3360,10327,39506,20483
24401,5883,38588,39943,16571,3108
23353,30406,12104,17913,34599,4620
33656,43423,19439,43420,11700,19238
41951,43194,9957,18562,22914,44424
43238,5420,14962,18265,25540,43560
40738,7484,4826,25623,36937,12837
5138,2050,12589,3739,13053,44548
44541,8158,43304,22529,31453,17487
5970,43567,24558,3417,12501,14075
9318,17576,7480,29329,2768,32228
28157,42269,16571,43498,3372,40488
23525,43648,34599,44065,3382,3867
15049,15598,43370,7094,34833,10142
34834,10936,13053,42471,35554,12583
13929,11757,11700,24326,40894,7654
14426,44114,25540,23655,6114,12563
13061,27894,36937,42455,44385,5557
43266,27329,39729,14715,33596,40060
19804,28818,2768,23156,3704,2689
10640,40192,12501,6208,44400,8723
34183,44246,3372,10920,6219,41455
14176,32825,3382,43698,4981,41727
20630,25943,36390,25611,15012,43477
15021,20706,34833,8927,41697,15979
31337,4294,35554,24608,7924,14659
40069,29106,40894,12830,2995,9763
17545,12645,6114,26389,38390,40450
1883,31012,44385,8332,17664,39890
7103,16393,33596,41871,31779,27854
17132,30068,3704,42179,32444,17321
35009,26226,44400,17941,34191,42855
42940,20393,6219,20981,44521,10615
30782,2095,4981,40611,25983,25920
34882,42526,15012,14058,10472,41608
3615,42604,35069,27623,16167,42751
8109,43744,41697,44402,8751,5545
19953,42989,2995,29139,30257,3713
9965,30473,17664,40765,18088,40297
44401,25394,31779,27451,9523,6559
7815,18782,44521,6394,1865,5402
28812,41188,25983,15030,23233,9021
7845,20733,16167,1746,31648,5398
34759,23409,10472,13476,41003,7553
19124,41890,30257,19292,34396,21963
30404,16544,18088,19675,26445,18471
26268,8533,9523,26322,35042,3596
15261,31021,1865,1472,10611,18340
2627,40209,29863,41837,16156,2227
35941,42759,26445,17489,29782,43723
35814,31160,35042,24472,36616,10093
6566,43156,17242,6349,8885,42467
5851,41253,10611,40070,24725,2121
4494,12097,16156,42220,5161,44447
13364,8299,29782,43125,28138,14127
43448,39875,36616,7725,22117,13269
28908,13925,26168,14874,1093,2554
35443,4782,15352,7715,4730,5474
42043,6546,8885,41556,40225,20647
12093,8650,24725,12041,14332,7615
40884,29242,5161,40834,44036,12294
43690,9774,22117,3614,41125,20191
40562,41079,1093,10655,28888,9517
16824,4625,40225,19563,20236,43692
44043,6204,28855,729,4300,31888
29116,13657,44036,43258,12350,9933
19625,16951,33359,5771,29247,7813
872,12443,6694,43425,41232,18980
19977,9631,29247,27327,29551,43973
2042,3326,26239,5594,16508,32558
14788,4490,41125,3719,34238,19383
42362,40128,28888,29768,25677,42576
14854,31060,12121,41967,5356,28135
33235,38,20236,27021,30043,43573
35508,20684,4300,790,41794,39859
11679,40785,12350,1573,19427,4067
12080,9671,15452,7896,2671,4232
26184,7779,26830,22979,25503,23093
42495,211,41232,42929,4674,13335
14026,20458,29551,7489,10422,3431
23453,6971,16508,24552,40739,1226
35489,4716,9217,43784,14548,23402
41725,27250,25677,41122,28349,7338
43680,11926,5356,15592,40107,33823
40084,4123,41794,20824,7828,5208
29411,43460,2671,13701,7135,2592
31161,10216,4674,1124,33543,10520
13313,2803,10422,30564,6668,23396
13857,30292,40739,2265,43032,6133
27158,43749,14630,28057,17415,29880
14599,1878,28349,24458,43002,13343
8909,31301,7828,18246,28695,6122
26605,39806,9145,44248,25010,2176
32145,18808,33543,40212,17491,18752
17996,12877,6668,22860,6310,29207
4369,8624,43032,44136,14628,19061
29673,4862,40107,22868,24548,10830
11357,19189,17415,12974,2096,44417
12827,40293,28695,1334,40641,41633
13998,12433,43002,20760,30442,24888
4799,2223,17491,9146,29587,41193
33834,19356,27660,1261,5446,15172
12638,20720,14628,40917,35292,41192
6086,16980,6310,6679,6790,5487
2615,5468,2096,44047,4237,33897
1273,3348,40641,42157,4390,10668
4909,30989,30442,23553,40984,31542
4917,41155,29587,11493,13064,26984
17973,20562,5446,16324,19722,40982
25701,29057,35292,22609,7903,42664
13470,18282,6790,989,34950,31329
15631,14393,4237,43857,12081,15684
24236,6660,4390,43826,22594,27544
34816,2421,12081,3157,11656,7883
31749,1881,13064,8651,32986,3641
19571,3285,19722,43703,3744,5587
10043,15688,7903,16996,11946,42225
18568,8850,34950,42341,24331,29554
31032,10628,26307,8851,22032,28940
35180,10183,22594,17434,20856,28679
35987,11042,11656,23726,17969,42832
44484,1132,18780,22570,14223,13028
11778,861,3744,4188,5116,14204
43173,1151,11946,15269,42630,11069
42571,19622,24331,17976,43064,44611
6514,23021,20856,44606,4895,43845
8442,5948,17969,4060,2782,43280
27748,42496,5116,30153,16756,19131
34471,3723,42630,31238,4952,1254
40517,41018,43064,26117,6628,3949
40247,12333,4895,20145,14131,26790
29957,42161,2782,23566,16259,18428
11865,3754,4952,40820,42365,11690
20713,8623,7523,760,13,17717
29110,1580,6628,14655,24777,11234
3473,40166,14131,42438,23719,4481
41248,28961,16259,22779,14203,8127
7901,2017,16756,43115,39796,11553
3335,32548,13,40797,20350,8123
43050,28245,23719,7790,29180,1390
4530,13844,17932,44595,17286,19075
4585,42841,24218,27392,17932,42259
4566,24038,39796,23890,13528,9485
13983,32712,20350,10047,14101,44228
10242,44497,29180,30215,12479,7931
35749,17802,17286,12073,41089,13954
33833,9090,32595,2159,11178,43688
4771,7993,10860,11719,38952,31055
25765,20940,14101,41970,18193,42104
29557,42346,42365,3331,12296,31403
24469,13590,41089,42986,44196,6201
39782,27505,13528,13516,10670,2012
25706,43841,11178,11868,1581,43152
42676,11486,18193,12940,43303,16059
33470,12340,12296,24802,2079,29039
43913,8024,44196,29802,23502,1157
35767,24686,10670,8091,14818,3888
43163,22005,1581,3128,177,8590
43307,31066,2079,11060,31204,8208
15812,26153,43303,13419,29021,26551
25985,39943,23502,42456,341,8210
29636,43420,177,18122,25718,5357
6159,31758,31204,10212,33916,14141
40886,17913,341,42649,17866,3012
5696,18562,25718,8551,12286,13598
14085,24572,17866,42817,42837,9534
34091,18265,5183,23934,35861,24183
7497,25623,12286,4620,35741,1803
19776,3739,42837,20483,39739,8148
24207,20654,35861,3108,19355,9088
19815,24206,35741,28575,5183,23491
15155,7094,39739,19238,24977,41610
15388,29329,19355,29450,9795,14821
24378,42471,42919,8815,30050,17631
12694,15914,24977,44424,24267,14133
36355,6360,9795,5130,17827,42899
19018,24326,30050,43560,41531,27213
17172,42455,24267,44548,42919,3425
24180,14715,17827,16456,23608,16458
42573,23156,41531,17487,37753,23701
17192,6208,14455,20076,44391,6435
29301,43698,23608,40488,38913,2762
15709,8927,37753,3867,23341,11615
41776,25741,28947,10142,15591,888
13601,26175,44391,12583,14672,42486
12655,17488,15591,12563,39620,27306
5618,24608,12405,2689,7366,41693
17633,16016,20466,40060,13536,16566
19027,18143,14672,5557,43390,3424
11203,12830,7366,8723,17461,9317
35771,26389,13536,41455,33962,10187
28091,30393,43390,41727,845,22933
25749,8332,17461,43477,23496,39845
16798,41871,845,14659,18701,7276
24317,31053,23496,27607,6634,33647
41526,42179,24970,9763,31703,16185
23950,17941,18701,40450,39571,21786
31720,28969,25836,16685,28825,8021
28654,40611,6634,11614,18353,17444
41838,31629,31703,39890,15330,27241
44321,44402,23969,9693,44108,17129
11940,40765,28825,12388,13872,4939
21658,31744,15330,27854,41183,28184
16490,31023,14846,17321,12742,44100
34619,27451,4395,42855,27976,31609
41852,32098,44108,25920,15475,44209
39907,6394,24848,41608,31746,13252
27180,15030,13872,11713,7731,11642
24682,13476,41183,42751,37322,43794
40766,26322,12742,5545,8732,23404
12825,1746,13086,3713,40574,43942
8224,8142,27976,40297,15175,14968
6744,24968,15475,5402,16413,5758
40598,1472,8732,3787,44482,19314
16590,30872,7731,9021,29138,1604
2347,41837,37322,7553,16546,18749
3360,17489,15175,21963,8465,40871
35701,31341,40574,9345,9503,13196
9957,24472,16413,18471,30164,40792
19439,18558,44482,3596,19655,42956
35306,17113,41811,18340,4536,16177
14962,40070,29138,2227,16219,1514
4826,42220,16546,43723,13984,5329
12589,43125,22615,10093,42078,16109
43304,7725,8465,42467,14257,2679
24558,7715,9503,2121,23628,42339
3859,29991,30164,27630,13260,31502
43370,16509,19655,44447,29196,12000
34599,12041,18079,13269,5818,29125
35682,40834,4536,13871,13291,19016
16571,19307,16219,2554,36800,9924
13053,3614,13984,25566,20765,7746
22914,10655,42078,5474,43645,11603
11700,729,13260,11881,8588,4441
25540,5771,29439,20647,23470,30550
39729,10874,5818,20191,28531,31921
31453,43425,13291,4709,17931,11692
3115,27327,36800,13115,15264,42947
24239,31275,20765,43692,42615,18983
12501,5594,43645,9933,19580,3405
34833,30289,8588,7813,4615,31079
36390,3719,23470,43973,20275,20256
2768,14150,17931,42576,26519,40257
3382,8823,15264,29519,5473,43555
3372,27830,42615,43573,15650,33102
15012,29768,19580,28900,34903,3429
14387,41967,4615,17780,10304,43078
6114,790,20275,4067,3766,12766
44385,24730,29614,39859,42020,15753
33596,1573,5473,4232,17676,6534
3704,27021,16913,9190,19146,29620
40894,32734,15650,23093,6149,4525
44400,19572,29018,13335,39722,40415
6219,10466,10304,3431,12011,11046
4981,7896,3766,1226,43501,1845
35069,42929,18208,28232,4223,42448
4234,14506,42020,23402,4461,7577
31779,7489,17676,2592,13039,8626
41697,24552,37341,5208,14067,12109
2995,3838,6149,9265,41827,42914
17664,14833,19263,10520,40534,32998
32444,16896,19146,23396,320,43880
44521,41122,39722,18384,15348,1885
30257,15592,43501,6133,38371,23358
25809,43784,4223,13343,39876,30126
16167,10660,15393,6122,20295,27789
18088,11498,41827,2176,8531,31230
25983,12764,32127,18752,40962,44596
10472,13903,4461,29207,29279,43775
9523,16594,2926,44417,39861,31481
29863,14059,13039,14115,34210,12124
1865,2265,14067,42843,19657,10344
41003,28057,18889,5368,40778,24007
34396,24458,22618,31145,20485,17608
26445,2427,13886,41633,31132,42320
18615,44248,40534,41193,43345,31042
35042,40212,320,15172,9913,42898
10611,44136,15348,41192,42682,40521
35308,1334,43899,7802,39933,1700
15369,20760,39876,4064,17451,42120
16156,9146,30229,5487,43135,7982
29782,2149,20295,16886,39858,14707
15352,1261,8531,10668,9509,9123
24725,40917,29785,14465,42189,43554
8885,6679,40962,27965,1576,43178
34757,23025,29279,18121,5789,6396
35457,44047,39861,22691,12841,614
5161,42157,9455,40982,16216,8334
22117,23553,19657,42664,43641,7840
29351,29867,40778,15684,15374,9896
30725,13168,20485,28418,16731,33960
1093,11493,31132,27544,26643,12663
40225,16324,43345,4638,11742,4470
14332,29941,9913,7883,20296,4043
34709,13430,42682,40863,13022,28075
28855,5750,18932,43119,32823,22223
44036,43857,39933,8866,1740,42723
33359,989,17451,3641,30509,43903
6694,42341,43135,5587,3805,8906
41125,15166,9509,42225,4415,31237
28888,43826,42189,29554,41847,1976
12121,3157,1576,28940,42998,40791
26830,24408,5789,28679,8377,33943
4300,43703,15165,40502,29887,3753
12350,28963,12841,42832,3137,11618
15452,16996,43641,19301,6620,42749
41232,9652,16216,13028,13787,13467
29247,8851,16731,14204,40974,42305
28628,18728,26643,43280,11768,43359
16508,17434,12368,44611,41841,11955
29551,23726,20296,43845,5155,6622
34238,31610,11742,11069,39864,14652
9217,5965,32823,1254,12449,14806
25677,31034,1740,3949,12283,6041
5356,44606,30509,11690,20695,24014
40107,31238,3805,31228,18106,3271
41794,26117,9207,17717,29798,40164
2671,32775,4415,11234,43438,15108
24777,760,41847,4481,31410,40467
19427,40820,42998,39774,17726,15883
30843,22779,13812,19848,9059,3224
34033,29642,8377,8127,17009,4371
11656,43115,29887,11553,42850,15586
33543,40797,3137,8123,40054,33518
9155,44595,6620,1390,23576,42133
30442,18937,3149,5971,6285,11382
36370,27392,40974,42259,27347,9983
29847,14274,11768,44228,42154,7518
10422,11909,24837,7931,15129,44137
4163,10440,41841,43688,19799,40848
40739,10047,5155,40272,4873,19577
14630,12073,19154,2432,40172,44592
35292,2159,39864,42104,40542,25927
28349,41970,12283,6201,5878,1546
17491,3331,18106,22877,27484,43335
9145,42986,43438,2012,40301,22520
7828,16386,31410,43152,24814,41245
7135,13516,17726,16059,6021,8220
33413,11719,9059,29039,21665,43136
6668,12940,42850,3888,19452,40263
43032,11868,38552,8590,17022,31560
25010,8091,23576,1157,13173,319
36300,24013,15934,40316,41681,20154
28695,3128,6285,42809,24249,34241
28694,11060,27347,3012,24448,43622
14628,13419,42154,13598,4447,18429
27660,18661,15129,9534,11591,15433
6790,42456,19799,10117,16559,12454
6310,14983,4873,19335,13785,30489
43002,42649,12266,8148,10828,11647
40641,8551,40172,9088,17572,12111
17415,20483,40542,1803,31623,7425
29587,4620,5878,41610,5554,19792
26307,11372,27484,41384,42393,39773
12081,42817,40301,17631,27520,31909
34601,28575,6021,14133,2882,31818
4237,1080,21665,26785,41672,41524
7903,3108,19452,42899,5883,16325
4390,28622,17022,3425,30406,5142
13064,19238,29603,23701,43423,24069
40984,8815,41681,6435,43194,20876
19722,44424,13173,2762,5420,41238
34950,5130,4447,9530,22581,31865
5446,43560,16559,23812,7484,14743
22594,44548,13785,42486,2050,6274
28730,16456,11591,27306,8158,24737
23719,14075,17572,13878,43567,44338
8079,20076,31623,41693,17525,39950
18780,40488,30144,16566,17576,29409
3744,3867,42393,9317,15747,19652
11946,10142,27520,10187,38948,3080
20551,7654,2882,22933,42269,6646
24331,25948,17630,7985,43648,9061
14455,2689,28559,39845,17523,43372
22032,25857,41672,28414,28720,39762
17932,8723,5883,20700,15598,32182
30050,41455,30406,29707,4018,11842
34638,41727,43423,7276,14074,9721
20856,43477,43194,17328,27329,33978
17969,15979,5420,16185,44114,16805
5116,14659,22581,4761,27894,5088
14223,9763,2050,14464,9450,10570
42630,27607,8158,14365,11757,19344
36013,15619,43567,21786,40192,11244
19355,40450,28720,8021,44246,5711
35528,11614,17576,27241,4294,3756
43064,39890,15747,3930,29106,2659
18193,9693,42269,18031,12645,13273
2782,12388,43648,28415,16932,41187
17286,27854,17523,4939,37321,9428
4952,42855,10936,44100,30068,1459
6628,41608,15598,44209,17179,32608
14131,11713,4018,19094,24031,13761
16259,42751,27329,42833,10509,43417
29180,5545,44114,43794,37555,42284
13,3713,27894,15842,26226,17409
16756,40297,19759,43942,39014,16405
24218,6766,11757,14968,2095,19593
20437,30408,40192,10079,13347,17465
39796,3787,44246,27996,42526,3592
35258,5398,4294,5758,4127,42635
20350,7553,29106,19314,42604,18003
14203,21963,16932,1604,43744,28319
32595,9345,16393,18749,15383,3626
10860,18471,30068,13688,42989,19706
20909,3596,37321,40871,20645,15411
12479,18340,17179,28846,25394,41129
41089,2227,37555,40792,18782,41650
4895,43723,26226,42956,41188,23131
42365,10093,37431,16177,16582,11502
11178,42467,2095,1514,11465,988
12296,2121,42526,2788,41890,40961
44196,44447,4127,5766,23409,31901
10670,30459,24504,5329,39642,18821
34274,13269,42604,16109,36326,1123
1581,2554,43744,2679,36995,33266
30170,13871,15383,12152,9926,6681
2079,5474,42989,42339,16544,2924
9795,10457,30473,23665,8533,12523
29021,25566,25394,12000,31021,31812
23502,28983,18782,29125,31160,29649
12286,11881,41188,40204,40209,42301
35861,7615,20733,7636,42759,22438
35741,20647,23409,19016,43156,17810
25718,4709,41890,16084,14995,20509
24153,9517,36326,22503,41253,12137
33916,13115,9926,22665,12097,41904
43303,7608,33720,9924,8299,24623
177,43692,16544,27577,39004,10764
42837,30803,8533,7746,29242,14070
17866,29113,31021,4448,39875,12752
39739,9933,42759,23089,13925,8117
34978,18980,31160,4441,4782,4513
33707,7813,43156,10284,7047,26687
24267,43973,41253,13380,11338,29192
24977,42576,12097,30550,6546,7266
31204,29519,8299,30495,8650,40275
5183,28135,33109,42947,35299,43523
17827,43573,39875,18983,38685,10208
41531,11731,13925,3405,34257,43226
42919,39859,4782,20256,9774,10425
23608,10913,6546,8119,41079,28847
28947,23093,8650,17023,4625,1114
44391,4232,29242,40257,6204,24194
12405,3431,11338,43555,13657,42450
20466,1226,14577,17043,18222,42385
14672,28232,9774,3429,38998,42918
23341,23402,41079,14665,39622,40928
7366,2592,4625,43078,9631,14242
13536,9265,6204,6534,3326,8275
43390,18384,13657,27147,4490,24036
17461,6133,16951,6018,19680,29237
33962,29880,28434,4525,40128,12036
845,6122,12443,40415,31060,25729
23496,18752,9631,1845,38909,8384
24970,29207,3326,42448,38,16383
6634,44417,4490,7577,10244,42569
18701,42843,40128,8626,20684,6329
31703,14115,31060,42914,9671,32250
18353,5368,38,43880,7779,6627
28825,41633,20684,1885,20458,7399
14846,31145,29407,43879,211,24873
44108,4064,9671,6054,35894,10138
4395,7802,33314,30126,4716,33273
13872,41192,7779,27789,43460,16399
41183,41193,17450,44596,11926,17898
12742,28653,211,43775,27250,21242
13086,10668,20458,31230,2803,40511
35433,26984,6971,6327,21357,12190
34721,15441,25605,43769,10216,13113
18079,14465,35894,41143,28481,33950
35349,30316,4716,10344,12540,44270
36319,18121,11926,42320,35473,11425
15475,40982,43460,42898,32902,42194
31746,42664,2803,40521,30292,5359
35490,31329,21357,28685,39076,23274
7731,28418,10216,27835,13742,9283
15175,15684,28481,1700,43749,11238
16413,27544,35473,42120,39806,9917
3266,7883,12540,7982,31832,5291
41811,40863,32902,3997,4134,40780
25703,8866,30292,9123,40414,22764
8732,5587,13742,43554,15574,23588
44482,3641,43749,43178,37395,40110
35693,42225,12433,6396,8624,10859
16546,14757,12877,614,4862,42499
24336,29554,10879,9896,16293,23147
8465,28940,31301,8334,40293,20608
9503,28679,39806,7840,2223,256
30164,42832,31832,27082,19356,28564
19655,14204,4134,23861,20720,24363
19618,43280,40414,5164,16980,44410
4536,44611,18808,12663,4865,20065
16219,24733,8624,4470,41155,34247
13984,43845,33333,4043,3348,40914
35078,11069,40293,28075,5468,15065
42078,17695,4862,22223,14393,19269
14257,3949,18981,19516,18282,40210
23628,11234,19189,43903,6660,44406
7598,11690,36611,19462,4637,18086
13260,32046,2223,42723,2421,12187
19244,14306,19356,12697,3285,29940
29439,4481,20720,8777,20135,31356
31764,19848,16980,17155,1881,44044
5818,8127,4865,31237,22508,22302
13291,11553,41155,14292,15688,14837
29396,19887,30989,1976,7335,4228
43645,8123,3348,40791,8850,22982
30032,1390,5468,3753,10628,23703
28531,7931,29057,11618,10183,11292
17931,9485,14393,18420,1132,20220
15264,44228,6660,5314,861,9520
24416,19075,4637,42749,1151,42105
26519,13954,2421,7765,19622,43945
19580,29837,1881,42305,39325,23222
20275,43688,3285,4758,5948,11159
4615,40272,15688,43359,42496,14598
42615,31055,8850,11955,3723,4599
29614,2432,10628,14550,41018,1495
16913,20525,10183,6622,34062,5958
18208,42104,1132,28906,3754,2283
5473,30917,861,6041,42161,2469
15650,6201,1151,24014,41692,3244
34903,2012,23021,29203,8623,1108
3766,43152,5948,3271,20148,32531
10304,16059,42496,40164,34573,24342
42020,29039,3723,44250,40166,17637
17676,8590,41018,40467,38659,5995
19263,1157,12333,15883,1580,39795
35122,40316,20800,3224,28961,17169
6149,1163,34062,4371,28780,42589
43501,26551,3754,26046,2017,12804
39722,10033,42161,42133,28245,893
19146,5357,41692,11382,42841,41469
4223,12598,8623,16563,24038,43644
15393,9534,20148,9851,31914,23063
32127,14141,38659,9983,44497,14301
4461,24183,1580,44137,20209,5031
2926,10117,28961,40848,20940,5909
13039,9088,32548,19577,17802,31989
14067,1803,2017,44592,9090,28796
41827,30806,36654,18578,6316,4780
13886,41610,28245,25927,7993,13521
40534,30397,13844,43335,8024,7172
15348,20276,42841,1546,42346,19836
34456,14821,24038,4922,13590,42303
14323,26958,44497,22520,27425,39911
320,17631,20209,41245,43841,9818
35812,14133,17802,8220,11486,22857
43899,42899,40114,10943,12340,30561
39876,27213,20940,43136,24686,42960
30229,29033,7993,40263,31066,44585
20295,28116,6316,3091,5388,23558
8531,3425,42346,24659,22005,7699
33394,28732,13590,42315,10327,15056
29785,16458,27505,319,26153,41112
40962,15142,43841,20154,39943,41832
39861,17047,11486,43622,43420,39834
24786,24190,12340,18429,31758,15079
9455,2762,8024,27918,17913,4305
19657,9530,22005,42064,18562,3175
40778,42486,31066,15433,24572,43403
34446,12389,10327,30489,18265,14252
31132,888,26153,11647,25623,31829
43345,11615,39943,12111,3739,13310
18932,4501,43420,4287,3417,16207
42682,13878,31758,19792,24206,6571
16719,41693,17913,39773,20654,43753
43135,16566,18562,41524,10506,43385
39858,3424,24572,2509,7094,14236
17451,9317,18265,13907,29329,5996
9509,10187,3739,17013,15018,3884
39933,22933,22529,5142,15914,20258
17234,7985,3417,16325,6360,22992
42189,39845,24206,24069,39535,40682
1576,16305,15018,41238,28284,1736
14156,7276,20654,24737,42455,18447
5789,19635,7094,42087,33194,6059
34749,17328,43498,44338,23156,43513
12841,16185,29329,39950,36474,19421
43641,4761,42471,19652,6208,28629
26643,14464,15914,3080,10920,2765
16216,14365,17948,9535,14482,1948
34935,17444,28280,16850,43698,3812
12368,8021,6360,22402,23721,5559
20296,29648,24326,6646,8927,44174
9207,3930,23655,9061,25741,33631
11742,18031,42455,43372,25611,8144
13022,17129,23156,39762,38981,44523
1740,30798,6208,11842,24608,32326
30509,4459,14482,9721,39560,43259
13812,28184,43698,28565,17488,5367
25671,44100,8927,16805,35893,25958
3805,31609,25741,5088,12830,3811
4415,44209,26175,24847,18143,28466
41847,13859,24608,10570,10365,13553
42998,42833,24292,11244,8332,12602
34650,10777,17488,24930,17941,34216
7439,8215,16016,28924,42179,44582
11768,43794,12830,1816,41871,9943
8377,25603,18143,24212,27198,3772
30342,23404,30393,12616,40611,32223
3137,24329,10365,42381,27623,41694
6620,15842,8332,5711,14058,15426
13787,43942,42179,3756,24640,1918
40974,10079,41871,2659,44402,42218
29887,5758,27198,13273,16914,5579
41841,19314,28969,41187,29139,39928
5155,1604,26407,9428,40765,10806
19154,18749,40611,1459,27451,43506
12283,29995,14058,13761,39314,11793
39864,13196,27623,5463,32098,15488
25341,40871,44402,43417,6394,43175
34375,13688,40765,42284,15030,43921
43438,40792,31547,42037,13476,44383
17726,42956,31744,29720,34388,42712
17009,23410,39314,17409,26322,17744
24179,1514,32098,16405,19292,10134
42850,2788,6394,19593,1746,39757
40054,5329,15030,3592,17489,31064
23576,31284,15670,28782,41837,16873
15934,18400,13476,42635,24968,12453
6285,2679,26322,3626,40070,42698
27347,16331,1746,29248,32532,20372
27316,12152,17489,41129,1472,13083
42154,42339,8142,19490,30872,42084
15129,19016,41837,41650,4443,43139
4873,12000,24968,18929,32622,25688
34657,29125,1472,8096,38676,12562
40172,12853,30872,23943,31341,14218
40542,7636,4443,23131,18558,40035
5878,26350,32622,19532,24472,10379
20426,22665,40070,43085,17113,27871
27484,9924,31341,988,10055,17868
17022,7746,18558,40961,42220,10291
40301,12963,24472,1123,9688,32520
18009,23089,17113,6681,43125,5119
19452,11603,10055,2924,7725,29935
29603,4441,42220,13150,14874,42531
13173,10284,9688,22389,16952,26532
41681,26257,43125,12523,17290,2590
24249,11652,38544,13145,7715,30630
24448,19438,7725,28515,16509,5764
4447,11692,7715,22438,12041,5190
13785,30495,29991,17810,40834,13378
34331,42947,16509,42301,19307,39987
10828,18983,12041,27283,3614,6698
5554,3405,40834,4877,10655,20192
11591,20256,19307,41904,729,26963
17572,17023,3614,24623,19563,30823
31623,43555,10655,40533,29399,28167
30144,3429,19563,19247,5771,12684
42393,14665,729,11306,39018,8333
27520,13194,5771,4744,43425,20418
17630,43078,43425,4243,10874,43408
5883,17632,10874,8117,6662,15234
41672,6534,6662,8078,27327,43862
30406,27147,27327,43362,5594,1919
2882,31309,5594,4513,17068,29255
25664,4525,17068,26687,22349,26372
43423,40415,22349,29192,3719,26253
43194,1845,3719,7266,14150,19196
5420,10140,14150,40275,39470,4475
2050,23448,27830,43523,29768,3366
7484,42448,29768,10208,34176,30911
43567,7577,41967,43226,41967,42380
17576,8626,790,9139,790,43830
15747,12109,1573,28847,24730,26758
43648,42914,24552,1114,1573,6423
17523,43880,27021,24194,35498,11803
28720,1885,14833,42450,27021,18557
10936,6054,32734,28560,24552,42786
4018,30126,10466,16625,14833,1526
44114,30018,7896,6183,10466,41323
27329,27789,22979,42385,7896,10268
14074,12199,14506,42918,22979,19317
28818,14947,42929,40928,14506,19474
19759,44596,7489,8275,42929,43326
11757,21675,19572,12036,7489,7088
25943,43775,3838,29237,19572,8952
40192,12124,20824,29256,3838,28146
44246,41143,16896,12559,15592,24268
4294,10344,41122,8384,41122,41374
29106,17236,15592,16383,25855,33999
35047,17608,43784,42569,43784,8840
12645,23074,10660,6329,11498,43846
32008,42320,13701,29078,1124,32991
16393,31042,11498,6627,12764,7833
30068,17867,1124,10138,35499,8932
20316,42898,12764,15497,38435,28435
17179,40521,35499,16399,13903,18806
34672,16745,13882,22710,16594,40106
26226,28685,13903,17898,37532,29276
20393,13690,16594,21242,33215,43499
2095,1700,37532,39913,39629,28501
13347,42120,2265,40511,2265,16394
42526,20114,28057,22366,24458,18443
4127,14707,24458,13113,40212,17381
24504,7982,2427,44270,2427,41676
24243,43554,40212,13899,44248,44169
42604,43178,44136,17885,22860,42848
34613,6396,22868,5359,27366,3923
43744,614,1334,11238,44136,5672
15383,17599,20760,42194,22868,26674
42989,30809,9146,9283,12974,39895
30473,7840,2149,5291,1334,12925
25394,9896,1261,6730,20760,14966
18782,5164,23595,9917,9146,41234
41188,12663,40917,40780,1261,34259
20733,4470,6679,40110,23595,42472
23646,4043,14097,42499,40917,32984
23409,43903,33088,10859,6679,42329
41890,19462,44047,256,14097,832
34476,31680,23553,39825,16324,42426
36326,8906,42157,28564,44047,4226
33720,8777,13168,24363,23553,15363
9926,31237,11493,18970,42157,16497
16544,24851,16324,44410,13168,10300
8533,1976,29941,41396,43857,41226
31021,40791,5750,20065,11493,41189
12097,3753,13430,27629,989,1285
42759,11618,43857,40914,29941,4096
31160,42749,989,19598,5750,9731
20467,12205,42341,43319,13430,8800
41253,7765,43703,4763,42341,32246
43156,42305,43826,19269,22609,23288
8299,43359,3157,40210,9652,29092
35262,11955,8651,10934,43703,395
33109,14550,24408,44406,43826,5100
13925,6622,28963,7738,3157,10305
4782,14539,16996,18086,8651,1056
14577,28682,9652,12187,24408,15608
8650,13316,18728,5580,28963,6715
27326,28906,8851,28364,16996,10734
6546,6041,23726,44044,15166,5020
29242,11998,5030,22302,8851,20455
35299,24014,15269,8407,18728,7015
11338,3271,5965,14837,23726,24812
9774,40164,4060,29198,17976,28774
41079,15108,44606,4228,5965,1006
4625,40467,30153,30512,5030,8386
6204,15883,31238,22982,15269,5006
13657,3224,26117,23703,4188,5568
16951,4371,20145,43945,4060,621
24482,15586,23566,22758,44606,29698
19306,42133,37869,42105,37798,8725
12443,11382,760,20220,30153,15091
9631,9983,14655,9520,31238,33924
3326,7518,40820,22237,26117,32495
4490,44137,34260,11292,39061,22328
19680,1231,29642,23222,23566,22837
40128,40848,43115,11159,760,42126
31060,44592,18843,14598,40820,16253
38,16004,40797,12979,34260,40808
20684,43335,18937,4599,29642,12502
29407,1546,32171,1495,34005,1348
26010,4922,44595,2283,36975,4692
