Norman,Guayabo,TamboDeMora,Boulkiemdé,Tunapuco,Matses
14558,24502,18613,30731,24625,23153
17827,26098,1050,20655,31453,23154
13841,18859,31890,12844,37761,23155
17404,44295,15601,37477,41644,23156
42369,36958,8814,21423,17913,23157
20166,7193,23624,29505,9711,23158
1237,30710,18930,6119,13615,23159
25195,26983,5292,13086,18529,23161
4565,15872,36280,16397,6105,23162
27676,29825,9507,20957,25225,23163
40918,12499,18730,34635,6273,23165
22250,29063,15098,4757,42579,23166
4991,31232,21316,31026,18062,23171
34901,30413,5928,9939,15521,23172
11437,9728,15618,19335,325,23173
22538,11624,26541,21064,18117,23174
41480,34041,15343,21043,3727,23175
28241,18891,41836,1575,8205,23176
21589,3561,2442,23726,33097,23177
18847,16266,16953,14253,33544,23180
42358,5605,21105,2294,18613,23183
9696,7612,35294,17801,1050,23184
20076,36164,24022,5819,31890,23185
12458,33327,17577,34794,15601,23186
18992,15066,22054,16310,8814,23189
16341,37795,28552,28704,23624,23190
41737,13833,22547,16394,18930,23191
8753,30284,32869,10677,5292,23192
14714,28137,28445,15276,36280,23193
28636,8859,28875,19759,39091,23194
18280,291,36583,9541,33025,23196
30673,5845,35085,20474,9507,23198
17649,7621,21299,7116,18730,23199
29639,22372,26211,38084,15098,23200
35310,28410,24501,23690,21316,23201
7705,18333,27164,12261,5928,23204
22264,4667,1838,32650,15618,23205
35253,43813,6925,2866,26541,23206
11217,18079,9766,39507,15343,23207
38008,38390,17049,31555,41836,23208
12768,32984,37180,31657,2442,23209
9879,30956,41630,5255,16953,23210
18629,6536,38965,15549,43869,23211
35470,12918,22435,12988,21105,23212
33869,3682,37662,6153,35294,23213
5314,3899,42509,7878,24022,23214
20562,4424,18085,1007,17577,23215
9071,15400,17774,19326,22054,23217
35089,10277,24618,18579,28552,23218
40274,21082,43955,15416,22547,23220
30960,21315,34588,19221,32869,23223
20057,41224,41288,30038,28445,23224
9278,13898,17603,12846,28875,23225
34797,7913,37386,16794,36583,23227
22711,30699,26246,8148,35085,23230
39531,8152,19796,15086,21299,23231
42247,18419,34638,25846,26211,23232
43083,31478,31714,20086,24501,23233
5662,12541,13561,14451,27164,23234
35193,3697,5461,17305,1838,23235
5149,23079,25722,17407,6925,23236
24897,7354,7753,1637,9766,23237
2581,34985,6190,7188,17049,23239
21126,37538,29342,35094,37180,23240
22109,25248,8413,17476,41630,23241
35362,28158,23868,36100,38965,23242
16795,35793,7786,4448,40074,23243
10585,15191,9502,2917,22435,23244
8050,36198,37702,10097,37662,23245
14745,11329,7800,30133,18085,23247
6686,22049,6739,5772,17774,23248
11950,23718,34778,26273,24618,23249
32231,6229,4467,39843,11729,23250
16062,33195,27154,30729,43955,23251
41196,29077,29399,35261,34588,23252
30943,17543,6697,11153,41288,23254
25064,33568,36653,23851,17603,23256
27882,41482,34911,16131,37386,23257
13444,35668,16258,5362,26246,23258
32788,34846,42356,5406,19796,23259
7420,30265,21354,8285,34638,23260
15886,30700,16497,28105,13561,23261
11509,29381,37243,8879,5461,23262
19988,9198,38060,36806,25722,23263
12570,24115,26132,22282,7753,23264
7822,18676,44306,12171,41988,23267
1480,34192,6472,25273,6190,23268
1871,2617,33487,8946,29342,23270
10845,35394,23442,7967,37533,23271
38905,31768,28525,10025,23868,23272
20994,12960,32736,27612,8413,23273
35339,32933,28529,27105,7786,23274
35367,30543,22004,26823,9502,23276
20203,8257,10419,4894,37702,23277
20099,32148,34562,4677,7800,23278
38543,14458,31940,7888,6739,23279
19452,17704,44372,33499,34778,23282
28222,17311,4656,33390,4467,23283
34437,28614,31828,38780,27154,23284
14332,21669,20200,23294,29399,23285
32189,17340,16013,6250,6697,23286
31838,23237,43447,2967,44611,23287
6137,29523,17721,21989,34911,23288
38560,40867,18323,13026,16258,23289
30649,4581,39158,4777,42356,23290
17676,29445,14358,2451,21354,23291
4,6150,17531,14010,16497,23292
33267,18829,17804,40739,37243,23293
8089,31393,15001,8599,38060,23294
6078,21421,15593,14035,26132,23295
24512,32526,39298,5919,44306,23296
16351,28015,21717,27266,6472,23298
31901,16461,38750,1309,23442,23300
37900,3998,9136,35767,28525,23301
3736,8799,41647,5826,32736,23305
25242,33353,14791,32061,28529,23306
23562,37367,506,10909,22004,23307
24446,5384,10334,37235,10419,23308
19859,21580,17224,9935,34562,23309
24681,42730,16123,20546,31940,23310
44291,44510,29615,3769,44372,23311
36926,38478,11992,21058,4656,23312
30595,37018,29279,15761,31828,23313
33294,1553,41257,15197,20200,23314
10882,13566,20329,16485,16013,23315
2673,20510,22490,36455,43447,23316
2752,7315,25969,14322,17721,23317
1262,12696,23408,33626,18323,23318
16413,34327,2815,28493,39158,23319
32325,26562,15093,6895,14358,23320
21046,4911,18201,34128,17531,23321
9032,26943,15622,23688,17804,23322
20845,32641,12163,35084,15001,23323
5962,22787,40114,34534,39298,23324
5794,4196,41615,28431,15593,23325
2534,4634,28089,8550,21717,23326
38496,12278,15625,15740,38750,23327
13884,37135,9708,43608,9136,23328
26258,38949,3630,38936,41647,23329
22700,24943,17569,29033,14791,23330
13330,25951,12710,35891,506,23331
6997,760,32257,17068,10334,23332
15411,41639,22319,44406,17224,23333
36158,13053,9843,31097,16123,23335
32501,30731,12384,32239,29615,23337
29896,20655,18514,2184,11992,23338
19376,12844,1576,26,29012,23339
7487,37477,8958,37076,18201,23340
21876,21423,29515,12692,20329,23341
4335,29387,3131,22278,25969,23342
16994,29505,31396,21887,23408,23344
19289,6119,40736,42242,2815,23345
7010,13086,13859,8052,15093,23346
34861,16397,8174,22726,22490,23347
25311,20957,30303,20675,15622,23348
33942,34313,21252,25244,12163,23349
13195,34635,41759,11643,41257,23351
11611,4757,9053,24997,41615,23352
41839,31026,420,29106,15625,23353
25008,9939,11610,20304,9708,23356
18066,19335,9282,15221,3630,23357
3805,21064,16742,9242,17569,23358
36247,21043,20498,30086,12710,23359
39794,1575,9575,16798,32257,23360
40297,23726,29229,9430,22319,23361
18925,17801,44282,21874,9843,23362
38255,2294,8783,18584,12384,23363
8478,14253,27574,10225,18514,23364
34335,5819,15723,36519,1576,23365
16636,34794,33107,7676,8958,23366
31628,16310,24575,21365,29515,23367
40175,16394,31315,29248,3131,23368
35574,10677,16146,39504,31396,23369
34260,44278,15404,6476,40736,23370
6626,42337,18646,15516,13859,23371
24421,15276,29873,36402,8174,23372
13722,19759,23674,33106,30303,23374
32329,9541,21938,13030,21252,23375
18355,20474,12926,22754,41759,23376
40765,7116,29536,21914,9053,23377
29155,38084,29607,28551,420,23378
18655,23690,14690,14384,11610,23379
22551,12261,13753,23979,9282,23383
9777,32650,9142,25944,16742,23384
31111,2866,29928,10293,20498,23386
14106,39507,41591,2612,9575,23387
34756,31555,18262,35034,29229,23388
11216,31657,5176,22979,44282,23389
33959,5255,28898,16431,8783,23390
33288,15549,11680,40471,27574,23391
13813,12988,23158,33848,15723,23392
24558,6153,25631,28951,24575,23393
12057,7878,19273,30167,31315,23394
7367,1007,36566,22645,16146,23395
1698,19326,12468,13961,15404,23396
14099,18579,16686,40323,18646,23397
26206,15416,33144,11044,29873,23398
40767,19221,17589,42423,23674,23399
14655,30038,39189,14754,21938,23400
33691,12846,24716,30751,12926,23401
33684,16794,21945,38723,29536,23402
7488,8148,16713,24062,29607,23403
33990,13306,9228,29094,13753,23404
23652,15086,8112,19029,14690,23405
22987,25846,27908,8774,9142,23406
20382,20086,4304,17634,29928,23407
5904,14451,4955,32052,41591,23408
1171,17305,6198,27254,18262,23409
17939,17407,21727,19172,5176,23410
38531,1637,11238,2406,28898,23411
9072,7188,15842,12937,11680,23412
6668,35094,16209,34079,23158,23413
39519,17476,9103,3058,25631,23414
8631,36100,18257,15715,12468,23417
19889,4448,12985,34840,19273,23418
21972,2917,1535,13990,16686,23419
33352,10097,35762,23323,36566,23420
29116,30133,10029,30569,17589,23421
3074,5772,32003,24660,24716,23422
34020,26273,40026,22099,21945,23423
41330,39843,23358,13603,16713,23424
1791,20213,20962,5324,9228,23425
42366,30729,14021,18399,8112,23426
35486,35261,42421,6515,27908,23427
37999,23851,10646,23166,4304,23428
28368,16131,11198,2689,4955,23429
36590,11153,7284,9067,6198,23430
26077,5406,28686,40967,21727,23431
7215,8285,16393,19220,11238,23432
16966,28105,39937,19834,15842,23433
23404,8879,20508,9116,16209,23434
37889,36806,23232,15096,9103,23435
10068,22282,28133,5208,18257,23436
6448,12171,18859,5604,12985,23437
19343,25273,26098,37498,1535,23438
25054,8946,24502,35585,35762,23440
18699,7967,44295,14504,10029,23441
37642,10025,36958,23400,32003,23442
14192,27612,7193,10892,36443,23443
29273,26823,30710,27298,40026,23444
39376,4894,26983,30244,23358,23445
5414,4677,15872,13413,20962,23448
1427,7888,29825,25553,14021,23449
43204,33499,12499,29627,42421,23450
18979,33390,29063,2217,10646,23451
18541,38780,30413,9630,11198,23453
21916,23294,31232,15505,7284,23454
30515,6250,9728,22584,28686,23455
23643,2967,3561,42879,16393,23456
11618,21989,11624,36605,39937,23457
22481,13026,34041,43832,20508,23458
27755,4777,18891,6812,23232,23459
29557,33829,43325,11339,28133,23460
36497,2451,16266,16596,42635,23461
14671,14010,5605,37793,18859,23462
16245,16398,7612,29085,26098,23464
43475,40739,36164,17743,24502,23465
3410,8599,33327,34972,44295,23466
43022,14035,15066,14909,36958,23467
20904,5919,37795,32398,7193,23469
6762,36273,13833,4545,30710,23470
33460,27266,30284,14953,26983,23471
14905,1309,28137,6782,15872,23472
14449,17130,8859,13665,29825,23473
36783,35767,291,39346,12499,23474
4472,5826,5845,32642,29063,23475
27753,32061,7621,13782,30413,23477
2502,10909,22372,43348,31232,23478
40492,37235,28410,1083,9728,23479
22459,9935,18333,31517,11624,23480
33193,20546,18079,36720,34041,23482
10361,3769,4667,29042,18891,23484
20275,15761,38390,23291,3561,23486
10663,14322,25704,12534,16266,23487
9946,16485,43813,26847,5605,23488
15700,15197,32984,40572,7612,23489
10615,36455,30956,999,33327,23490
311,14276,6536,6720,15066,23491
8626,28493,12918,23977,37795,23493
12497,12661,3682,21975,13833,23494
32637,6895,3899,14946,30284,23495
2171,23688,4424,41434,28137,23496
20941,35084,15400,14811,8859,23497
27735,36917,10277,10606,291,23498
14188,34534,21315,19061,5845,23499
26242,28431,41224,33198,7621,23500
33360,8550,7913,5446,22372,23501
241,15740,13898,18221,28410,23502
11428,43608,30699,8405,18333,23503
22038,38936,8152,13064,4667,23505
35281,29033,18419,14209,18079,23507
10266,35891,12541,41351,25704,23509
3477,35315,3697,7515,38390,23511
26439,17068,23079,6984,32984,23512
31261,44406,7354,8637,30956,23513
39699,31097,34985,3813,6536,23514
43453,32239,37538,31519,12918,23515
13918,2184,25248,20515,3682,23517
43261,26,35793,20253,3899,23518
15635,37076,28158,36938,4424,23519
24379,12692,15191,34141,15400,23520
13019,22278,11329,38153,10277,23521
17292,21887,36198,28968,21315,23523
1049,35332,22049,5940,41224,23524
35728,42242,42581,35252,7913,23525
14403,22726,23718,17574,13898,23526
17767,20675,6229,21381,30699,23527
1273,25244,33195,33775,8152,23528
764,11643,29077,4392,18419,23529
22630,24997,17543,15918,12541,23531
21810,29106,33568,20361,3697,23532
5781,37406,41482,11790,23079,23533
20771,20304,34846,42717,7354,23534
10227,15221,30265,4840,34985,23535
29240,9242,30700,12054,37538,23537
3041,30086,29381,42905,25248,23538
29359,16798,9198,17360,35793,23540
10398,9430,24115,9533,28158,23541
24795,21874,18676,4015,15191,23542
5892,18584,34192,3878,11329,23543
19877,10225,2617,19108,36198,23544
20216,36519,35394,22367,22049,23545
7357,7676,31768,14274,23718,23546
17416,21365,12960,38236,6229,23547
39167,29248,32933,22095,33195,23548
25331,39504,30543,17289,29077,23550
10771,6476,8257,24009,17543,23553
24257,35645,32148,24871,33568,23554
1607,15516,14458,32134,41482,23555
29361,36402,17704,32062,34846,23556
35734,33106,17311,11457,30265,23557
9968,13030,40980,8664,30700,23558
25090,22754,42567,40388,29381,23559
4872,21914,28614,32718,9198,23560
9384,28551,21669,14978,24115,23561
20158,14384,17340,25755,18676,23562
12119,23979,23237,33058,34192,23563
17718,25944,29523,11083,2617,23564
14783,10293,40867,12173,35394,23565
8582,2612,4581,15070,31768,23566
23666,35034,29445,1108,12960,23567
9393,22979,6150,4884,32933,23568
11702,16431,18829,33396,8257,23570
5420,40471,31393,13447,32148,23572
28523,33848,21421,28812,43801,23574
28640,28951,32526,25928,14458,23575
8828,30167,28015,35828,17704,23576
28006,22645,16461,25590,17311,23577
15330,13961,3998,4481,28614,23578
14066,40323,8799,29922,21669,23579
32555,11044,37367,32521,17340,23580
17776,37388,5384,18966,23237,23581
15556,42423,6503,12144,29523,23582
23817,14754,21580,23202,40867,23583
39627,38723,42730,11711,4581,23584
33455,30751,44510,25948,29445,23585
29775,24062,38478,31541,6150,23586
29731,37121,37018,13097,18829,23587
5065,29094,1553,19457,31393,23588
20950,8774,13566,40598,21421,23589
21079,17634,29762,29340,32526,23590
28034,27254,20510,34623,28015,23591
24166,39604,7315,18274,16461,23592
23006,19172,12696,5184,3998,23593
34960,2406,34327,42256,8799,23594
30871,12937,26562,5230,37367,23595
41096,34079,4911,24232,5384,23596
16509,3058,26943,33347,21580,23597
1279,15715,32641,23488,42730,23599
37208,34840,22787,8161,44510,23600
19966,13990,4196,42742,38478,23601
15947,23323,4634,42043,37018,23602
4321,30569,12278,32394,1553,23603
19327,24660,37135,44247,13566,23604
23286,22099,38949,4506,20510,23605
21110,13603,24943,14311,7315,23606
34817,5324,40389,17907,12696,23607
6817,35285,25951,30098,34327,23608
24933,18399,760,24243,26562,23609
37753,2689,41639,3055,4911,23610
17506,23166,13053,6770,26943,23614
23495,9067,30731,10455,32641,23615
44515,6515,20655,19767,22787,23616
15291,40967,12844,31324,4196,23618
27090,19220,37477,39333,4634,23619
23533,19834,21423,19604,12278,23620
25451,9116,29387,26543,37135,23621
1224,15096,29505,32295,38949,23622
29553,5208,6119,10416,24943,23623
24759,5604,13086,22321,25951,23624
35666,35585,16397,4299,760,23625
30627,37498,20957,26183,41639,23626
22676,14504,34635,8624,13053,23627
22207,23400,4757,34336,30731,23628
14072,10892,31026,23386,20655,23629
20986,27298,9939,30139,12844,23630
8130,30244,19335,43303,37477,23631
17505,13413,21064,11684,21423,23632
29581,25553,21043,19720,29387,23633
27962,29627,1575,22366,29505,23634
4061,2217,23726,12544,6119,23635
34610,9630,14253,37621,13086,23636
19719,15505,2294,23110,16397,23637
37592,22584,17801,35737,20957,23638
20872,42879,5819,20095,34635,23640
6972,36605,34794,36771,4757,23641
20226,43832,16310,5664,31026,23642
659,6812,16394,28151,9939,23643
20029,11339,10677,17584,19335,23644
7539,16596,44278,4442,38764,23646
16949,37793,42337,13642,21064,23648
19389,17743,15276,15171,41415,23650
9702,34972,19759,34391,21043,23651
39725,14909,9541,26374,1575,23652
864,32398,20474,40030,23726,23653
19359,4545,7116,5475,14253,23654
26402,14953,38084,4494,2294,23655
4722,6782,23690,30586,17801,23656
16196,13665,12261,28318,5819,23657
19699,39346,32650,22118,34794,23659
18681,32642,2866,20829,16310,23660
7728,13782,39507,31312,16394,23661
36484,43421,31555,5325,10677,23662
36330,43348,31657,2282,44278,23663
15396,1083,5255,5465,14789,23664
6964,31517,15549,20530,42337,23665
5853,36720,12988,38100,15276,23667
8743,29042,6153,18604,19759,23668
24863,12534,7878,27862,9541,23669
8994,23291,1007,15151,20474,23670
26511,26847,19326,15919,7116,23671
25210,40572,18579,37288,38084,23673
40317,999,15416,27131,24350,23674
14612,6720,19221,36678,23690,23675
12370,21975,30038,16510,12261,23676
35077,14946,13951,23137,32650,23677
22768,41434,12846,16747,2866,23678
34138,14811,16794,7827,39507,23679
22327,10606,8148,9770,31555,23682
41324,19061,13306,34683,31657,23683
38535,5446,15086,31144,5255,23684
18176,18221,25846,6544,15549,23685
17483,13064,20086,3405,12988,23686
28985,14209,14451,3103,6153,23688
23279,8405,17305,34992,7878,23689
8449,7515,17407,30385,1007,23690
37980,6984,1637,15182,19326,23691
32237,8637,7188,9105,18579,23692
30887,3813,35094,8093,15416,23693
308,31519,17476,43562,19221,23694
29745,20253,36100,13217,30038,23696
19926,20515,4448,20875,13951,23697
38739,36938,2917,21190,12846,23698
24733,34141,10097,30520,16794,23699
11970,38153,30133,21859,8148,23700
2215,28968,5772,40894,13306,23701
4917,5940,26273,23259,15086,23702
20151,35252,39843,14649,25846,23703
5449,21381,20213,436,20086,23704
32465,17574,30729,26929,14451,23705
41513,33775,35261,448,17305,23706
18958,4392,43997,1636,17407,23707
30817,15918,23851,3610,44512,23709
34928,20361,16131,28840,1637,23712
23223,11790,11153,43299,7188,23713
32197,42717,5406,31933,35094,23714
40143,4840,8285,5189,17476,23715
39622,12054,28105,23725,36100,23716
32820,35254,8879,19936,4448,23718
6983,42905,36806,34743,2917,23719
23727,17360,22282,9372,10097,23720
36555,9533,12171,32451,30133,23721
19817,4015,25273,22318,5772,23722
35200,3878,8946,1488,26273,23724
35597,19108,7967,17648,39843,23725
37960,22367,10025,25528,20213,23726
37068,14274,27612,28188,30729,23727
28827,38236,26823,9459,35261,23728
40494,22095,4894,14852,23851,23729
6297,17289,4677,8002,16131,23731
27514,24009,7888,14832,11153,23733
31259,24871,33499,3251,5406,23736
12848,32134,33390,350,8285,23737
14140,32062,38780,40653,28105,23738
18111,11457,23294,30228,8879,23739
2794,8664,6250,2826,36806,23740
25675,40388,2967,5383,22282,23741
11902,32718,21989,27805,12171,23743
13872,14978,13026,498,25273,23745
20118,25755,4777,19436,8946,23746
8355,33058,33829,11438,7967,23749
27952,11083,2451,23335,10025,23751
33079,12173,14010,28687,27612,23752
1942,15070,16398,38270,26823,23753
6026,1108,40739,31729,4894,23754
21265,4884,8599,25373,4677,23758
33385,33396,14035,16558,7888,23760
33464,13447,5919,17458,33499,23761
11731,28812,27266,24124,33390,23762
11410,35295,1309,43789,38780,23763
23376,25928,17130,3939,23294,23764
23719,35828,35767,7918,6250,23765
6584,25590,5826,27678,2967,23768
4824,4481,32061,33574,21989,23770
22957,29922,10909,32442,13026,23772
22291,32521,37235,2842,4777,23773
40381,18966,9935,1210,33829,23775
38343,12144,20546,14653,2451,23776
14327,23202,3769,13232,14010,23777
7988,11711,21058,5608,16398,23778
17738,25948,15761,20050,40739,23779
37034,31541,15197,10165,8599,23781
30840,13097,16485,22216,14035,23782
13262,40598,36455,37832,5919,23783
36474,19457,14322,29005,27266,23784
177,29340,14276,15602,1309,23786
832,34623,28493,15417,17130,23787
41281,18274,6895,37072,35767,23788
19570,5184,12661,28171,5826,23789
37426,42256,23688,11674,32061,23790
14416,5230,35084,43625,10909,23791
33730,24232,34534,17695,37235,23792
33234,33347,28431,36903,9935,23793
2147,30584,8550,18321,20546,23794
16092,23488,15740,44514,3769,23795
25004,8161,43608,3232,21058,23796
15608,42742,38936,7921,15197,23797
24823,42043,29033,30451,16485,23798
4262,32394,35891,16629,36455,23799
10426,4506,35315,22617,14322,23800
15072,14311,17068,41409,14276,23801
15071,17907,44406,509,33626,23802
12324,30098,31097,15463,28493,23803
43341,24243,37217,18719,12661,23804
13000,3055,32239,41984,6895,23805
22873,10455,2184,43457,23688,23806
7434,19767,26,5425,35084,23807
23942,31324,37076,36151,34534,23808
24467,39333,12692,23916,28431,23810
16056,19604,22278,8088,8550,23811
20852,26543,21887,13949,15740,23812
40349,32295,42242,19515,43608,23813
28390,10416,35332,22313,38936,23814
40921,22321,22726,38394,29033,23815
16375,26183,20675,4128,35891,23816
15546,4299,25244,40470,35315,23817
16632,8624,11643,17851,17068,23818
33763,34336,24997,14762,44406,23819
11029,23386,29106,13784,31097,23820
41866,43303,20304,3081,37217,23821
21632,11684,15221,30071,32239,23823
21825,19720,9242,4493,2184,23824
35816,12544,30086,43205,26,23826
12433,22366,16798,26285,37076,23827
22241,37621,9430,19677,12692,23828
36645,23110,21874,10258,22278,23829
12412,35737,18584,4745,21887,23830
7338,20095,10225,7478,42242,23831
6203,36771,36519,21371,22726,23832
1867,5664,7676,14000,20675,23833
29313,28151,21365,4137,25244,23834
28515,17584,29248,13230,11643,23835
8734,4442,39504,40794,24997,23836
3368,13642,6476,32836,29106,23837
14247,15171,15516,6667,20304,23838
15939,34391,36402,10082,15221,23839
31656,26374,33106,13040,9242,23842
10651,40030,13030,4571,30086,23843
36081,5475,22754,1305,43911,23844
15321,4494,21914,25680,16798,23847
35234,30586,28551,482,9430,23849
27913,28318,14384,36878,21874,23850
21681,22118,23979,24196,18584,23851
12067,20829,25944,43873,10225,23852
36281,31312,10293,17214,36519,23853
13817,5325,2612,23250,7676,23854
29970,2282,35034,25182,21365,23856
42019,5465,22979,27292,29248,23857
14994,20530,16431,41970,39504,23858
34216,38100,40471,7455,6476,23859
4190,23456,33848,41226,31721,23860
23260,18604,30167,36425,15516,23861
16235,27862,22645,36531,36402,23863
43018,15151,13961,3664,33106,23864
30646,15919,40323,18263,13030,23865
5335,37288,11044,8290,22754,23867
38561,27131,37388,11585,21914,23868
15482,36678,42423,8963,28551,23869
43676,16510,42888,8435,14384,23870
20543,23137,14754,17763,23979,23871
11136,16747,30751,11190,25944,23873
15443,37051,38723,20831,10293,23874
24261,7827,24062,15870,2612,23875
39297,9770,37121,4539,35034,23876
11709,34683,29094,33801,22979,23877
4436,35579,8774,5248,16431,23878
16715,31144,17634,18305,40471,23879
24625,6544,32052,34802,33848,23880
31453,3405,27254,26432,28951,23881
37761,3103,19172,10392,30167,23882
41644,30385,2406,5807,22645,23883
17913,15182,12937,4772,13961,23885
9711,34992,34079,20192,40323,23886
13615,23104,3058,34203,11044,23888
18529,9105,15715,41272,42423,23889
6105,8093,34840,31093,42888,23890
25225,13217,13990,31608,14754,23891
6273,20875,23323,29937,30751,23892
42579,21859,30569,18907,38723,23893
29514,21190,24660,21314,24062,23894
18062,30520,22099,26320,29094,23895
15521,40894,13603,13907,19029,23896
325,23259,5324,17272,8774,23897
18117,14649,35285,15351,17634,23899
29637,436,18399,17403,32052,23900
3727,448,6515,14703,27254,23901
8205,3610,23166,5580,39604,23902
36295,28840,2689,23430,19172,23903
33097,1636,9067,42153,2406,23905
33544,16657,40967,28856,12937,23908
18613,43299,19220,22840,34079,23909
1050,31933,19834,17918,3058,23910
31890,5189,9116,41133,15715,23911
15601,23725,15096,13331,34840,23912
8814,19936,5208,17659,13990,23913
23624,34743,5604,18472,23323,23914
18930,9372,37498,1283,30569,23915
5292,32451,35585,24658,24660,23916
36280,22318,14504,33408,22099,23917
15098,1488,23400,21091,13603,23918
18730,17648,10892,4695,37908,23919
9507,25528,27298,38051,5324,23920
21316,9459,25553,6079,35285,23921
5928,28188,30244,36557,18399,23922
15618,14509,13413,18030,6515,23923
26541,14852,29627,23151,23166,23925
15343,14832,2217,6028,2689,23926
41836,3251,9630,6064,9067,23927
2442,350,15505,10773,40967,23928
16953,40653,22584,3361,19220,23929
21105,30228,42879,2851,19834,23931
35294,2826,36605,40642,9116,23932
17577,5383,43832,17539,15096,23933
24022,27805,16596,36350,5208,23934
22054,498,6812,30706,5604,23935
28552,19436,11339,3720,37498,23936
22547,11438,37793,33677,35585,23937
32869,28687,17743,19490,14504,23938
28445,25373,14909,34031,23400,23939
28875,38270,34972,37851,10892,23940
40616,23335,32398,14787,27298,23941
36583,16558,4545,27355,30244,23942
35085,17458,14953,22383,13413,23943
21299,24124,6782,7486,25553,23944
26211,43789,13665,20700,29627,23945
24501,3939,39346,29582,2217,23946
27164,7918,32642,18734,9630,23947
1838,32442,43421,7124,15505,23948
6925,2842,13782,5052,22584,23950
9766,13232,43348,7083,42879,23951
17049,14653,1083,39790,36605,23952
37180,1210,31517,26314,43832,23953
41630,5608,36720,40453,6812,23954
38965,20050,29042,36943,11339,23955
40480,10165,12534,27107,16596,23957
40074,22216,23291,16178,37793,23958
22435,37832,26847,26421,29085,23959
37662,29005,40572,7228,44513,23960
18085,15602,999,21142,17743,23961
17774,15417,6720,38683,34972,23962
24618,37072,21975,42696,14909,23963
43955,28171,14946,11531,32398,23964
34588,11674,41434,30287,4545,23965
41495,43625,14811,40588,14953,23966
41288,17695,10606,24851,6782,23967
17603,36903,19061,21956,13665,23969
37386,18321,5446,4056,39346,23970
26246,44514,18221,26653,32642,23971
19796,3232,8405,25121,43421,23972
34638,7921,13064,27381,13782,23974
31714,30451,14209,7470,43348,23975
13561,16629,41351,11342,1083,23978
5461,22617,7515,32755,31517,23979
25722,41409,6984,40614,36720,23980
7753,509,8637,8661,29042,23981
6190,15463,3813,25734,23291,23982
7800,35755,31519,4504,12534,23984
23868,18719,20515,20001,26847,23988
7786,41984,20253,4789,40572,23989
9502,43457,36938,27450,999,23990
37702,36151,34141,43306,6720,23991
8413,23916,38153,3252,23977,23993
6739,8088,28968,4209,21975,23994
34778,13949,5940,11354,14946,23996
4467,19515,35252,9999,41434,23997
27154,22313,17574,21244,14811,23998
29399,38394,21381,36802,10606,23999
6697,4128,33775,14476,19061,24000
34911,40470,4392,28535,5446,24001
16258,17851,15918,14844,18221,24002
42356,14762,20361,33846,43975,24003
21354,13784,11790,24596,8405,24004
16497,3081,42717,22644,13064,24005
38060,30071,4840,33154,14209,24006
26132,4493,12054,27468,41351,24007
44306,43205,35254,3186,7515,24008
6472,25208,42905,21908,6984,24009
33487,26285,17360,15043,43654,24011
23442,19677,9533,37291,8637,24012
28525,10258,4015,20268,3813,24013
32736,7478,3878,34153,31519,24014
28529,21371,19108,39933,20515,24015
22004,14000,22367,31775,20253,24017
10419,4137,14274,28083,36938,24018
34562,13230,38236,22992,34141,24019
31940,40794,22095,22952,38153,24020
44372,32836,17289,3154,28968,24021
4656,6667,24009,2069,5940,24022
31828,10082,24871,41151,35252,24023
20200,13040,32134,17310,17574,24024
16013,4571,32062,24932,21381,24025
43447,1305,11457,2736,4392,24026
17721,25680,8664,3072,15918,24027
18323,482,40388,5661,20361,24029
39158,14390,32718,19865,11790,24030
14358,36878,14978,41205,42717,24031
17804,24196,25755,24542,4840,24032
17531,43873,33058,26663,35254,24033
39298,25182,11083,19868,42905,24034
15593,23250,12173,23801,17360,24036
21717,17214,15070,22028,9533,24037
38750,27292,1108,38031,4015,24038
41647,41970,4884,28811,3878,24039
9136,7455,33396,14525,19108,24040
14791,41226,13447,32315,22367,24041
506,36425,28812,5834,14274,24042
10334,3664,25928,16213,38236,24043
17224,18263,35828,19923,22095,24045
16123,8290,25590,8393,17289,24047
29615,11585,4481,36422,24009,24048
11992,8963,29922,25661,24871,24049
29012,8435,32521,7901,32134,24050
41257,17763,18966,11269,32062,24053
40114,11190,12144,37661,11457,24055
22490,20831,23202,24603,8664,24057
25969,15870,11711,36688,40388,24058
23408,4539,25948,30591,14978,24059
2815,33801,31541,9350,25755,24060
15093,18305,13097,29689,33058,24061
18201,34802,19457,30612,11083,24062
15622,26432,40598,10581,12173,24063
12163,10392,29340,675,15070,24064
20329,5807,34623,20000,1108,24065
41521,4772,18274,20768,4884,24066
41615,20192,5184,4615,33396,24067
28089,34203,42256,2432,13447,24068
15625,41272,5230,15125,28812,24069
9708,31093,24232,36464,35295,24070
3630,31608,33347,18953,25928,24071
17569,29937,23488,20391,35828,24072
12710,18907,30584,21906,25590,24074
32257,21314,8161,9468,4481,24075
22319,26320,42742,23454,29922,24076
40849,13907,42043,33085,32521,24077
9843,17272,32394,31235,18966,24078
12384,15351,4506,1066,12144,24079
18514,17403,14311,24735,23202,24080
1576,14703,17907,24206,11711,24081
8958,36176,30098,23340,25948,24082
29515,5580,24243,2152,31541,24083
3131,23430,3055,34883,13097,24085
31396,42153,10455,22761,19457,24086
40736,18222,19767,12039,40598,24088
13859,35694,31324,31754,29340,24089
8174,28856,39333,33612,34623,24090
30303,15899,19604,684,18274,24091
21252,22840,26543,1177,5184,24092
41759,29191,32295,43960,42256,24093
