Norman,Guayabo,TamboDeMora,Boulkiemdé,Tunapuco,Matses
36090,43025,5460,43941,5709,7553
11867,1289,14380,2718,38957,7555
40045,32414,9710,40359,19989,7556
40929,28799,19191,23944,15298,7557
36483,22123,44143,2226,19466,7558
14629,38101,38056,36321,31880,7559
39796,8971,17760,4941,34061,7563
29115,21867,25061,36582,6504,7564
38606,24849,4459,24969,42072,7566
21053,14064,5069,24104,12619,7568
17716,16114,21742,17834,26844,7569
36354,16573,21523,11292,20317,7571
30928,28882,5709,23342,23288,7572
22112,28167,38957,2713,26418,7574
18055,41761,32564,32607,20874,7576
6585,14822,19989,28364,20468,7577
12133,14825,15298,8570,14634,7578
21918,1478,19466,22708,7031,7579
24448,3867,31880,18442,20516,7580
1786,37496,34061,7506,5711,7581
35941,22614,6504,14037,7643,7582
7200,34803,42072,2345,12539,7583
41100,31135,12619,12228,39528,7584
25229,43941,26844,23405,9211,7585
25823,2718,20317,7576,6766,7586
2745,40359,23288,25355,28275,7587
6126,23944,26418,35840,20188,7588
3908,2226,20874,19595,40189,7590
20917,36321,20468,36738,15513,7591
12418,4941,14634,10641,19390,7596
27160,36582,7031,14952,3862,7597
5566,24969,20516,30485,5078,7598
20926,24104,5711,6200,12239,7599
42803,17834,7643,7671,37605,7600
16023,11292,12539,25263,25390,7601
36316,23342,9211,21023,12430,7602
6550,2713,6766,14176,12292,7604
16167,32607,28275,1014,38080,7606
9425,28364,20188,19353,29177,7607
9625,8570,40189,2277,16099,7608
16271,22708,15513,4413,27394,7609
36657,18442,19390,44399,39599,7610
38123,14037,3862,12528,35061,7612
12129,7506,42223,7941,9973,7613
35608,2345,5078,40109,5025,7614
19112,12228,12239,29275,9669,7615
21603,23405,29500,33512,7916,7617
4016,7576,37605,4713,7955,7618
25368,25355,25390,44571,5155,7619
2699,35840,12430,42041,34343,7620
20988,19595,12292,7254,4548,7621
27202,36738,38080,2249,20586,7622
40990,21712,29177,32512,24003,7623
17318,10641,16099,12141,42292,7625
26237,14952,27394,5708,5217,7627
14519,30485,39599,23460,23923,7629
16414,6200,41832,1288,20066,7630
14545,7671,35061,34325,16673,7631
20078,25263,9973,15945,4030,7633
8708,21023,5025,38161,26830,7634
4446,14176,9669,19978,33226,7635
24333,1014,7916,6345,16894,7636
2343,19353,7955,13933,3260,7637
28162,2277,5155,19026,33051,7638
15479,4413,34343,24497,6826,7640
11046,44399,4548,36601,42473,7642
10963,12528,20586,2221,30553,7643
24615,7941,24003,11820,43025,7644
5145,40109,42292,9869,1289,7646
7694,29275,5217,3174,32414,7648
7898,33512,23923,21783,22123,7649
13270,7254,20066,39592,38101,7650
24081,42041,16673,34884,8971,7651
33566,4713,4030,23269,21867,7652
40677,2249,26830,14100,24849,7653
16759,32512,33226,13167,28882,7654
41660,12141,16894,39383,16114,7657
30024,5708,3260,24843,14064,7658
21336,23460,33051,20101,16573,7659
17370,1288,6826,25867,28167,7660
40591,34325,42473,37251,41761,7661
24633,15945,30553,28073,14822,7662
16768,38161,43025,16955,14825,7663
33707,19978,1289,24176,1478,7664
17670,6345,32414,2962,3867,7671
17568,13933,22123,28943,37496,7673
38024,19026,38101,7279,22614,7674
43246,24497,8971,7583,34803,7675
30263,36601,21867,11055,31135,7676
2776,2221,24849,30053,43941,7677
4688,11820,28882,9306,2718,7678
40013,9869,16114,8546,40359,7679
3149,3174,28167,42759,23944,7680
12325,21783,14064,24180,2226,7681
5161,39592,16573,20438,36321,7682
35092,34884,43295,2984,4941,7683
40655,14100,14822,24475,36582,7684
18666,13167,41761,9765,24969,7686
22669,39383,14825,7231,24104,7687
7122,38053,1478,20838,17834,7688
8771,24843,3867,41945,11292,7690
37698,20101,37496,9475,23342,7691
24601,37251,22614,22815,2713,7692
40623,25867,34803,4800,32607,7693
33747,16955,31135,1787,28364,7694
8209,28073,43941,1864,8570,7695
29948,41885,2718,11752,23485,7696
14395,24176,40359,20657,22708,7697
29113,2962,23944,19714,18442,7698
2108,35729,2226,38803,7506,7699
6415,28943,36321,34489,14037,7700
18512,7279,4941,23584,2345,7702
31564,7583,36582,4096,12228,7704
974,11055,24969,9169,23405,7705
34261,30053,24104,13050,7576,7706
32008,9306,17834,37624,25355,7707
42486,29877,11292,42042,35840,7709
32996,8546,23342,34298,19595,7711
25481,42759,2713,44415,36738,7712
20574,24180,36094,27246,21712,7713
19093,20438,32607,12459,10641,7715
8277,2984,28364,5015,14952,7716
18086,9765,8570,11880,30485,7717
6393,7231,23485,26203,6200,7718
29227,24475,22708,36501,7671,7719
19225,20838,18442,19212,25263,7720
18713,41945,7506,14115,21023,7721
36560,9475,14037,17402,14176,7724
5887,22815,2345,18827,1014,7725
17962,37056,12228,9334,19353,7726
26458,4800,23405,13044,34679,7727
40910,1787,7576,4631,2277,7728
32873,1864,25355,30908,4413,7730
42904,11752,35840,24764,44399,7731
7556,20657,19595,19047,12528,7732
21210,19714,36738,37664,7941,7734
32225,29433,21712,18063,40109,7735
19713,34489,10641,33351,29275,7736
34986,23584,14952,13037,33512,7737
5622,4096,30485,18988,4713,7738
32944,9169,6200,3733,44571,7740
39128,13050,25263,42008,42041,7741
1284,37624,21023,41336,7254,7742
2214,42042,14176,36449,2249,7743
42583,34298,1014,36020,32512,7745
23792,44415,19353,2927,12141,7746
16618,27246,2277,26760,5708,7748
21928,12459,4413,20458,23460,7750
31073,5015,44399,37353,1288,7751
26356,11880,12528,38925,34325,7752
7727,36092,7941,25971,15945,7753
32746,26203,40109,12623,38161,7754
25782,19212,33512,42662,19978,7755
7631,17402,29275,37188,6345,7756
42798,18827,4713,7946,13933,7757
32914,9334,42041,14207,19026,7759
32467,19047,7254,11393,24497,7760
714,4631,2249,22288,36601,7761
40659,30908,32512,15247,2221,7762
5460,24764,12141,38371,11820,7764
14380,13044,5708,31390,37156,7765
9710,37664,23460,25468,9869,7766
19191,18063,1288,16069,3174,7767
38056,33351,34325,7652,21783,7769
17760,13037,15945,5885,39592,7770
38897,18988,38161,35426,34884,7771
25061,3733,19978,20755,14100,7774
4459,42008,6345,5309,13167,7775
5069,41336,13933,6599,39383,7776
21742,36449,19026,19470,24843,7777
21523,36020,24497,40309,20101,7778
5709,2927,36601,14968,41885,7779
38957,20458,2221,39359,25867,7780
19989,37353,11820,30030,37251,7782
15298,38925,9869,30759,28073,7783
19466,25971,3174,11956,16955,7784
31880,42662,21783,988,24176,7785
34061,12623,39592,4478,2962,7786
6504,14207,34884,28282,28943,7787
12619,11393,14100,23704,7279,7788
26844,22288,13167,12735,7583,7789
20317,15247,39383,29851,11055,7790
23288,38371,38053,24900,30053,7791
26418,31390,24843,11923,9306,7792
20874,25468,20101,42284,17170,7793
20468,16069,37251,20985,8546,7795
14634,7652,25867,10589,42759,7796
7031,5885,16955,20388,24180,7797
20516,35426,28073,28043,20438,7798
5711,20755,41885,6513,2984,7802
7643,5309,24176,42395,24475,7803
12539,6599,2962,8236,9765,7804
39528,19470,28943,23618,7231,7805
9211,40309,7279,28688,20838,7806
6766,14968,7583,11824,41945,7807
28275,30030,11055,1453,9475,7811
34462,30759,30053,28504,22815,7812
20188,11956,9306,17917,29400,7813
40189,988,29877,21575,4800,7814
19390,4478,8546,36899,1787,7815
15513,34910,17170,8317,1864,7818
3862,28282,42759,29879,11752,7820
5078,23704,24180,21674,20657,7821
29500,12735,20438,7313,29433,7822
12239,29851,2984,10045,19714,7823
37605,24900,24475,16078,38803,7824
41170,11923,9765,10782,34489,7825
35201,42284,7231,24144,23584,7827
25390,20985,20838,33467,4096,7828
12430,10589,41945,14443,9169,7829
12292,42556,9475,26386,13050,7830
38080,20388,22815,6441,37624,7831
29177,28043,4800,40857,42042,7832
16099,6513,37056,38566,34298,7833
27394,42395,1787,30693,44415,7834
39599,8236,1864,28678,27246,7835
35061,23618,11752,7896,36092,7836
9973,11824,20657,11598,12459,7837
5025,1453,39012,11897,5015,7839
9669,28504,29433,9643,11880,7840
7916,17917,19714,8031,21206,7842
7955,21575,38803,7502,26203,7845
29269,36899,34489,36858,19212,7848
5155,8317,23584,6408,14115,7850
34343,29879,4096,24537,17402,7851
4548,21674,9169,28608,18827,7853
20586,7313,13050,849,9334,7854
24003,10045,37624,28326,44239,7855
42292,16078,42042,29398,13044,7856
5217,10782,34298,16680,4631,7857
23923,24144,44415,8077,30908,7858
20066,33467,27246,11381,24764,7859
16673,14443,12459,34371,19047,7863
4030,26386,5015,8941,37664,7864
26830,6441,11880,4377,18063,7866
33226,40857,26203,33108,33351,7867
16894,38566,36092,11012,13037,7868
3260,30693,19212,18692,18988,7869
33051,28678,17402,25851,3733,7870
6826,7896,18827,19682,42008,7872
42473,11598,9334,30524,41336,7873
12483,11897,13044,3582,36449,7874
30553,9643,4631,23559,14876,7875
43025,8031,30908,43672,36020,7876
1289,7502,24764,18155,2927,7877
32414,43367,19047,4332,20458,7878
28799,36858,37664,16151,37353,7879
22123,6408,18063,10119,38925,7882
38101,24537,33351,11733,25971,7883
8971,28608,13037,32799,12623,7884
21867,849,18988,40172,42662,7885
24849,28326,3733,15770,37188,7886
14064,16680,42008,10444,7946,7887
16114,8077,41336,19484,14207,7888
16573,29398,36449,11654,11393,7889
28882,34371,36020,5847,22288,7890
28167,8941,2927,9392,15247,7891
41761,4377,20458,8647,38371,7892
14822,11381,37353,9792,31390,7894
14825,11012,38925,1936,25468,7895
1478,18692,25971,20620,16069,7896
3867,25851,12623,657,7652,7897
37496,19682,42662,31990,5885,7898
22614,30524,37188,13390,35426,7899
34803,36595,7946,19215,20755,7900
31135,36297,14207,16141,5309,7901
43941,3582,11393,23499,19470,7903
2718,23559,22288,22698,40309,7904
40359,43672,15247,7712,14968,7905
23944,18155,38371,27235,39359,7906
2226,4332,31390,1317,30030,7907
36321,16151,25468,36147,30759,7908
4941,11733,16069,38799,11956,7909
39793,32799,36423,23502,988,7910
36582,10119,44382,5551,34910,7911
24969,40172,7652,25109,4478,7912
34077,15770,5885,9698,28282,7913
24104,10444,35426,37060,23704,7916
17834,19484,20755,1450,12735,7918
11292,11654,5309,30416,29851,7919
23342,5847,6599,32673,24900,7921
2713,9392,19470,24620,11923,7922
36094,8647,40309,37736,42284,7923
32607,9792,14968,7013,20985,7924
28364,1936,39359,29434,10589,7925
8570,20620,30030,10777,42556,7926
33297,657,30759,4909,20388,7927
22708,31990,11956,21963,28043,7928
18442,13390,988,25249,6513,7929
14037,19215,34910,2905,42395,7930
7506,16141,4478,8326,8236,7931
2345,23499,28282,1534,23618,7932
12228,22698,43593,20626,11824,7933
23405,7712,23704,2660,1453,7934
7576,28797,12735,32409,28504,7935
25355,27235,29851,4893,17917,7937
35840,1317,24900,7431,21575,7941
19595,35170,11923,21346,36899,7946
36738,36147,42284,28986,8317,7947
10641,38799,20985,26759,29879,7949
14952,23502,10589,8482,21674,7950
30485,5551,42556,15348,7313,7951
6200,27670,20388,20570,10045,7952
25263,25109,28043,10143,16078,7953
21023,37060,6513,21460,10782,7954
14176,1450,42395,2182,24144,7955
1014,30416,8236,40160,33467,7956
19353,32673,23618,34202,14443,7957
34679,24620,11824,35516,26386,7959
2277,37736,28504,12631,6441,7960
4413,7013,1453,13712,40857,7962
44399,29434,17917,22185,38566,7963
12528,10777,21575,32038,30693,7964
7941,21963,36899,31713,28678,7965
40109,25249,8317,29306,7896,7966
29275,2905,29879,21410,11598,7967
33512,8326,21674,23433,11897,7968
7254,1534,7313,41331,9643,7969
42041,20626,10045,14110,8031,7970
4713,2660,16078,2653,7502,7971
2249,32409,10782,14772,44448,7972
32512,4893,24144,14899,44262,7974
12141,7431,33467,33928,36858,7975
5708,21346,14443,41212,6408,7976
23460,28986,26386,1106,24537,7977
1288,8482,6441,9236,28608,7978
34325,15348,40857,41037,849,7979
15945,20570,38566,1674,28326,7980
38161,10143,30693,15864,16680,7981
19978,40160,28678,14415,8077,7982
6345,2182,7896,20602,29398,7984
13933,21460,11598,23940,34371,7988
19026,35516,11897,25863,8941,7990
31778,12631,9643,5565,4377,7991
24497,22185,8031,13248,11381,7993
36601,13712,7502,12680,11012,7996
2221,32038,44448,7209,18692,7997
11820,31713,36858,24049,25851,7998
9869,29306,43367,17080,19682,7999
3174,21410,24537,35563,30524,8000
21783,23433,6408,16244,3582,8003
39592,41331,849,18803,23559,8005
34884,14110,28326,9506,43672,8006
23269,2653,16680,39640,18155,8009
41554,14772,8077,33503,4332,8011
14100,14899,29398,41897,16151,8012
13167,33928,34371,5373,10119,8014
39383,41212,8941,33101,11733,8015
38053,1106,4377,17319,32799,8016
24843,9236,11381,32646,40172,8017
20101,41037,11012,15165,15770,8018
37251,1674,18692,30658,10444,8019
25867,15864,25851,23020,19484,8020
16955,14415,19682,35587,11654,8021
28073,20602,30524,11434,5847,8022
41885,23940,36595,25662,9392,8023
24176,28223,3582,29856,8647,8024
2962,25863,23559,1445,9792,8026
35729,5565,43672,25843,1936,8027
28943,13248,18155,32105,20620,8029
7279,12680,4332,32427,657,8030
7583,7209,16151,16447,31990,8031
11055,24049,10119,28369,13390,8032
30053,17080,11733,10205,19215,8033
9306,35563,32799,21531,16141,8034
29877,16244,40172,20732,23499,8035
8546,18803,15770,25779,22698,8036
42759,9506,10444,3013,7712,8038
24180,39640,19484,41906,27235,8039
20438,33503,11654,33713,1317,8040
2984,41897,5847,7961,36147,8042
9765,5373,9392,38439,38799,8043
7231,33101,8647,14044,23502,8046
24475,17319,9792,20120,27670,8047
20838,32646,1936,8717,5551,8048
41945,15165,20620,22522,25109,8049
9475,30658,657,38776,37060,8050
22815,23020,31990,29542,1450,8051
29400,35587,13390,17183,30416,8055
37056,11434,19215,3481,32673,8056
4800,25662,16141,35216,24620,8059
1787,29856,23499,41585,37736,8060
1864,1445,22698,21828,7013,8062
11752,25843,7712,26287,29434,8064
20657,32105,27235,26259,10777,8065
39012,32427,1317,37525,21963,8067
19714,16447,35170,36424,25249,8068
29433,28369,36147,7806,2905,8069
38803,10205,38799,25567,8326,8070
34489,21531,23502,39908,1534,8072
23584,20732,5551,22795,20626,8075
4096,25779,25109,5451,2660,8077
9169,35626,9698,15542,32409,8078
13050,41906,37060,2869,4893,8079
37624,29772,1450,42138,7431,8080
42042,3013,30416,39329,21346,8081
34298,38439,32673,26903,28986,8082
44415,14044,24620,3336,26759,8083
27246,20120,37736,10181,8482,8084
12459,8717,7013,10271,15348,8085
5015,22522,29434,8608,20570,8086
11880,38776,10777,22945,10143,8087
36092,29542,21963,4212,21460,8088
26203,17183,25249,8874,2182,8089
19212,3481,2905,19402,40160,8091
14115,35216,8326,5182,34202,8092
17402,41585,1534,16743,35516,8093
18827,21828,20626,13458,37160,8094
9334,26287,2660,9887,12631,8095
19047,26259,32409,28399,13712,8096
4631,37525,4893,8273,22185,8097
30908,36424,7431,8122,32038,8100
24764,7806,21346,14424,31713,8101
13044,25567,28986,15331,29306,8102
37664,39908,26759,9130,21410,8104
18063,22795,8482,1758,23433,8108
33351,5451,15348,17426,41331,8110
13037,36299,20570,28733,14110,8111
18988,15542,10143,41792,2653,8112
3733,2869,21460,2381,41667,8114
42008,42138,2182,4627,14772,8117
41336,39329,40160,28679,14899,8118
36449,26903,35516,17117,33928,8119
36020,3336,12631,25466,41212,8120
2927,10181,37160,8712,1106,8121
20458,10271,13712,23141,9236,8122
37353,8608,22185,38726,41037,8123
38925,22945,32038,7399,1674,8124
25971,4212,31713,12353,15864,8125
42662,8874,29306,25798,14415,8127
12623,19402,21410,33895,20602,8130
37188,5182,23433,22566,44606,8131
7946,16743,41331,26102,23940,8132
14207,13458,2653,27093,28223,8134
11393,9887,14110,43176,25863,8136
22288,28399,14772,3311,5565,8137
15247,8273,33928,23706,13248,8138
38371,8122,41212,17155,12680,8139
39401,14424,1106,29237,7209,8140
31390,3441,9236,22898,24049,8141
40291,17426,41037,40755,17080,8142
25468,9130,1674,29733,35563,8144
16069,15331,15864,22771,16244,8145
34692,1758,14415,28013,18803,8147
7652,28733,20602,24214,9506,8148
5885,41792,23940,3612,39640,8149
35426,2381,28223,20055,33503,8151
20755,4627,25863,14339,41897,8152
5309,28679,5565,28813,5373,8154
6599,17117,13248,17863,33101,8155
19470,25466,12680,7029,17319,8158
40309,8712,7209,24783,32646,8159
14968,23141,24049,16688,15165,8161
39359,38726,17080,15836,30658,8162
30030,7399,35563,30643,23020,8163
30759,12353,16244,37000,35587,8164
11956,37808,18803,8417,11434,8165
988,25798,9506,19045,44531,8167
4478,33895,39640,10319,25662,8168
34910,22566,33503,1497,29856,8169
28282,26102,41897,37415,1445,8171
23704,27093,5373,39745,25843,8172
12735,3311,33101,7092,32105,8173
29851,23706,17319,43757,32427,8174
24900,29237,32646,18059,16447,8176
11923,17155,15165,7716,28369,8178
42284,22898,35587,5860,10205,8179
20985,40755,23020,24695,21531,8180
10589,29733,11434,20753,20732,8182
42556,22771,29856,3531,25779,8183
20388,20055,25662,34727,29772,8184
28043,24214,38540,22465,3013,8185
6513,3612,1445,23469,41906,8186
42395,28013,25843,6314,38439,8187
8236,14339,32105,7615,14044,8188
23618,28813,32427,8841,20120,8189
11824,17863,16447,3056,8717,8190
1453,38011,10205,18616,22522,8191
28504,7029,28369,4965,38776,8195
17917,24783,21531,13274,29542,8200
21575,16688,20732,15346,17183,8201
36899,15836,25779,21749,3481,8204
8317,32167,3013,21135,35216,8205
29879,30643,29772,21233,41585,8206
21674,37000,41906,18923,21828,8207
7313,8417,33713,5973,26287,8208
10045,19045,38439,24626,26259,8209
16078,10319,14044,12290,37525,8210
10782,1497,20120,2376,36424,8213
24144,37415,8717,22422,38407,8214
33467,39745,22522,15310,7806,8215
14443,7092,38776,19897,25567,8216
26386,43757,29542,40434,39908,8217
6441,18059,17183,6548,22795,8218
40857,7716,3481,42211,5451,8220
38566,5860,35216,18945,15542,8221
30693,24695,41585,4597,2869,8222
28678,20753,21828,7177,42138,8225
7896,3531,26287,22368,39329,8226
11598,34727,26259,19198,26903,8228
11897,22465,37525,17602,3336,8229
9643,23469,36424,42847,10181,8231
8031,6314,7806,3066,10271,8232
7502,7615,25567,38132,8608,8236
43367,8841,39908,32022,22945,8237
36858,3056,22795,14796,4212,8238
6408,18616,5451,35255,8874,8239
24537,4965,15542,7223,19402,8240
28608,13274,2869,40652,5182,8241
849,15346,42138,30205,16743,8242
28326,21749,39329,12550,13458,8243
38554,21135,26903,42715,9887,8244
16680,24626,3336,30915,28399,8246
8077,37457,10181,36588,8273,8247
29398,21233,10271,23466,8122,8248
34371,18923,8608,28953,14424,8249
8941,12290,22945,21899,3441,8251
4377,5973,4212,19839,15331,8252
11381,2376,8874,11717,9130,8254
11012,15310,19402,40684,1758,8255
18692,19897,5182,17417,17426,8257
25851,40434,16743,40625,28733,8259
19682,6548,13458,6578,41792,8260
30524,42211,9887,15537,2381,8261
36595,18945,28399,40330,4627,8262
36297,4597,8273,300,28679,8263
3582,7177,8122,28393,17117,8264
23559,22368,14424,26936,25466,8265
43672,19198,15331,23077,8712,8266
18155,17602,9130,20537,23141,8267
4332,42847,1758,27883,38726,8268
16151,3066,17426,20053,7399,8269
11733,38132,28733,20005,12353,8270
32799,32022,41792,8791,25798,8271
10119,14796,2381,12021,33895,8272
40172,35255,4627,14678,22566,8273
15770,7223,28679,6655,26102,8274
10444,40652,17117,23375,27093,8275
19484,30205,25466,18817,43176,8276
11654,12550,8712,34450,3311,8277
5847,42715,23141,23626,23706,8278
9392,30915,38726,28379,17155,8279
8647,23466,7399,33209,29237,8280
9792,28953,12353,6003,22898,8281
1936,21899,25798,13201,40755,8282
20620,19839,33895,12917,29733,8285
657,11717,22566,31422,22771,8286
31990,40684,26102,38227,28013,8287
13390,17417,27093,1536,24214,8290
19215,40625,43176,4453,3612,8291
16141,28393,3311,13620,20055,8293
23499,15537,23706,35681,14339,8294
22698,40330,17155,39815,28813,8295
7712,300,29237,34613,17863,8297
28797,6578,22898,6385,7029,8298
27235,26936,40755,24665,24783,8299
1317,23077,22771,14304,16688,8300
35170,20537,28013,30628,15836,8301
36147,27883,24214,4086,32167,8302
38799,20053,3612,28977,30643,8303
23502,20005,20055,23010,37000,8304
5551,8791,14339,4594,8417,8307
27670,12021,28813,26065,19045,8308
25109,14678,17863,42974,10319,8309
37060,6655,7029,21297,1497,8310
1450,23375,24783,8229,37415,8311
30416,18817,16688,15616,39745,8312
32673,34450,15836,6602,7092,8313
24620,23626,7092,21116,43757,8314
37736,28379,30643,12769,18059,8315
7013,33209,37000,10439,7716,8316
29434,6003,8417,13952,5860,8317
10777,13201,19045,23650,24695,8318
21963,12917,10319,36389,20753,8319
25249,31422,1497,30359,3531,8320
2905,38227,39745,18642,34727,8321
8326,14142,37415,4455,22465,8322
37666,1536,32167,8515,23469,8324
1534,4453,43757,15614,6314,8325
20626,13620,18059,18924,7615,8326
2660,35681,7716,33523,8841,8327
32409,39815,5860,9731,3056,8328
4893,34613,24695,11165,44402,8329
7431,21005,20753,25365,18616,8332
21346,6385,3531,33454,4965,8333
28986,24665,34727,34124,13274,8334
8482,14304,22465,5455,15346,8335
15348,30628,23469,8782,21749,8336
20570,4086,6314,29901,21135,8337
10143,28977,7615,9594,21233,8339
40160,23010,8841,26013,18923,8341
2182,4594,3056,8818,5973,8342
21460,26065,18616,38504,24626,8343
35516,42974,4965,28632,12290,8344
12631,21297,13274,6465,2376,8346
37160,8229,15346,20576,22422,8347
22185,15616,21749,24645,15310,8348
13712,6602,21135,21077,19897,8349
32038,30721,42376,23816,40434,8350
31713,21116,21233,8591,6548,8351
29306,12769,18923,17147,42211,8354
21410,10439,37457,3271,18945,8355
23433,13952,5973,33591,4597,8356
41331,35792,24626,2427,39652,8357
39821,36389,12290,6874,7177,8361
14110,30359,2376,29018,22368,8362
2653,18642,22422,9682,19198,8363
41667,4455,15310,15025,17602,8364
14772,8515,19897,11832,42847,8365
14899,15614,40434,15312,3066,8366
33928,18924,6548,41384,38132,8369
41212,17908,42211,24330,32022,8370
1106,33523,18945,9108,14796,8371
9236,9731,4597,1468,35255,8372
41037,11165,17602,5672,7223,8374
1674,25365,22368,18395,40652,8375
15864,33454,19198,6557,30205,8377
14415,5455,7177,15914,12550,8378
20602,8782,42847,39514,42715,8381
23940,29901,3066,34142,30915,8382
28223,9594,38132,13957,33007,8383
25863,26013,32022,21238,23466,8384
5565,8818,14796,5614,28953,8385
13248,38504,35255,14641,21899,8386
12680,28632,7223,19871,19839,8387
7209,6465,40652,14546,11717,8388
24049,20576,30205,15582,40684,8389
17080,24645,12550,20417,17417,8391
35563,21077,42715,9751,40625,8393
16244,23816,30915,39441,39019,8395
18803,8591,36588,12509,6578,8396
9506,13994,23466,16908,15537,8397
39640,17147,28953,2223,40330,8398
33503,3271,21899,37212,300,8399
41897,33591,19839,4858,28393,8400
5373,2427,11717,13739,26936,8402
33101,29018,40684,15157,23077,8403
40510,9682,17417,30081,38551,8404
17319,15025,40625,7741,20537,8405
32646,6874,6578,11298,27883,8406
15165,11832,15537,3093,20053,8407
30658,15312,40330,7925,20005,8408
23020,41384,300,32246,8791,8409
35587,24330,28393,33095,12021,8410
38540,9108,26936,13132,14678,8413
11434,35610,23077,25297,6655,8414
44531,1468,20537,14711,23375,8415
25662,5672,27883,23591,18817,8416
29856,18395,20053,30159,34450,8417
1445,6557,20005,26592,23626,8418
25843,15914,8791,34930,28379,8419
41074,39514,12021,17529,33209,8420
32105,34142,14678,9877,39379,8421
32427,13957,6655,20436,6003,8422
16447,21238,23375,40706,13201,8423
28369,5614,18817,21494,12917,8424
10205,14641,34450,18185,31422,8425
21531,19871,23626,2958,38227,8433
20732,14546,28379,1776,14142,8434
25779,15582,33209,41454,1536,8435
41906,17822,6003,37618,4453,8436
29772,20417,13201,35448,13620,8437
3013,9751,12917,10262,35681,8438
7961,39441,31422,20063,39815,8439
38439,12509,38227,39471,34613,8440
14044,16908,14142,27823,21005,8441
20120,2223,1536,29095,6385,8442
8717,37212,4453,19135,24665,8443
22522,4858,13620,29011,14304,8448
38776,13739,35681,36190,30628,8449
29542,15157,39815,21104,4086,8450
17183,30081,34613,22050,28977,8452
3481,7741,21005,3037,23010,8453
35216,7925,6385,3418,44583,8454
41585,3093,24665,12933,4594,8455
21828,11298,40807,5762,26065,8456
26287,32246,14304,7380,21297,8458
26259,13132,30628,7514,8229,8462
37525,25297,4086,27287,15616,8463
36424,14711,28977,29859,6602,8465
38407,23591,23010,28359,30721,8466
7806,30159,4594,26301,21116,8467
25567,17529,26065,17073,12769,8468
39908,26592,42974,15147,10439,8471
22795,34930,21297,1912,13952,8473
5451,23452,8229,7473,23650,8474
15542,9877,15616,36107,35792,8476
2869,20436,6602,20282,36389,8477
42138,40706,30721,6072,30359,8478
39329,21494,21116,31591,18642,8479
26903,18185,12769,32390,4455,8480
3336,2958,10439,4090,8515,8481
10181,1776,13952,35327,15614,8482
10271,41454,23650,23360,18924,8485
8608,37618,35792,3698,17908,8486
22945,35448,36389,6690,33523,8487
4212,10262,30359,18094,9731,8488
8874,20063,18642,22724,11165,8491
19402,39471,4455,2890,25365,8497
5182,27823,8515,27242,33454,8498
16743,29095,15614,31598,5455,8499
13458,19135,18924,36759,8782,8500
9887,29011,17908,27378,29901,8502
28399,36190,33523,29324,9594,8504
8273,21104,9731,25493,26013,8506
8122,22050,11165,18226,8818,8507
14424,3037,25365,37645,38504,8509
17426,3418,33454,120,28632,8512
9130,12933,5455,22170,6465,8515
15331,5762,8782,13971,38477,8517
1758,7380,29901,10572,20576,8519
28733,27287,9594,8131,24645,8520
41792,29859,26013,22889,21077,8522
2381,28359,8818,41499,23816,8523
4627,26301,38504,9286,8591,8525
28679,17073,28632,22597,13994,8526
38182,15147,6465,15636,17147,8528
17117,36189,38477,15612,3271,8529
25466,1912,20576,17461,33591,8531
8712,36107,24645,5183,2427,8532
23141,7473,21077,26369,6874,8533
38726,20282,40313,33702,29018,8534
7399,6072,23816,20764,9682,8536
12353,31591,8591,2377,15025,8538
37808,32390,13994,36335,11832,8540
25798,4090,33591,40141,15312,8541
33895,35327,17147,7730,41384,8543
22566,23360,3271,16134,24330,8546
26102,3698,2427,3597,9108,8547
27093,6690,6874,7046,1468,8548
43176,18094,29018,37915,5672,8549
3311,22724,9682,5059,18395,8550
23706,2890,15025,14049,6557,8551
29237,27242,11832,15624,15914,8553
17155,31598,15312,16828,39514,8554
22898,36759,41384,14482,34142,8558
40755,27378,24330,9051,13957,8559
29733,29324,9108,15364,21238,8560
22771,25493,1468,35335,5614,8564
20055,18226,5672,16896,14641,8565
24214,37645,18395,34477,19871,8566
3612,120,6557,2141,14546,8567
28013,32903,15914,9648,15582,8568
14339,22170,39514,22552,20417,8569
28813,13971,34142,33125,9751,8570
17863,10572,13957,4512,39441,8572
38011,8131,21238,14553,12509,8576
7029,41499,5614,13913,16908,8577
24783,9286,14641,16317,2223,8579
16688,22597,19871,21318,37212,8580
15836,15636,14546,10523,4858,8582
32167,15612,15582,34752,13739,8583
30643,17461,17822,5524,15157,8584
37000,5183,20417,1606,30081,8585
8417,26369,9751,32741,7741,8587
19045,33702,39441,10626,11298,8588
10319,20764,12509,27255,3093,8589
1497,2377,16908,19971,7925,8590
37415,36335,2223,11246,32246,8591
39745,40141,37212,13415,13132,8592
7092,7730,4858,30190,25297,8593
43757,16134,13739,37230,14711,8594
18059,3597,15157,12987,23591,8595
7716,14049,30081,16960,30159,8599
5860,7046,7741,20628,26592,8600
24695,37915,11298,36931,34930,8601
20753,5059,3093,8668,17529,8602
3531,38448,7925,7795,9877,8603
34727,15624,32246,14578,20436,8605
22465,16828,13132,35786,40706,8606
23469,14482,23591,23917,21494,8607
6314,9051,14711,29461,18185,8608
7615,15364,25297,34251,2958,8610
8841,35335,30159,13755,1776,8611
38974,16896,17529,15226,28823,8612
3056,35351,26592,13943,41454,8613
